m,k,NZ,threads,chunk size,CRS,ELLPACK,CRS performance,ELLPACK performance,Serial CRS performance,Serial ELLPACK performance
9,3,49,5,8,1,1,0.0625828,0.0568764,2.08142,0.867888
9,3,49,5,16,1,1,0.0668446,0.0611444,2.08142,0.867888
9,3,49,5,32,1,1,0.0627769,0.0361818,2.08142,0.867888
9,3,49,5,64,1,1,0.0639883,0.0572538,2.08142,0.867888
9,3,49,5,128,1,1,0.0616587,0.0470099,2.08142,0.867888
9,3,49,5,256,1,1,0.0461507,0.0573921,2.08142,0.867888
9,3,49,6,2,1,1,0.037056,0.0501766,2.01473,0.835009
9,3,49,6,4,1,1,0.056982,0.0448847,2.01473,0.835009
9,3,49,6,8,1,1,0.0602995,0.055394,2.01473,0.835009
9,3,49,6,16,1,1,0.0649868,0.0589512,2.01473,0.835009
9,3,49,6,32,1,1,0.0664562,0.0432263,2.01473,0.835009
9,3,49,6,64,1,1,0.0659012,0.0586104,2.01473,0.835009
9,3,49,6,128,1,1,0.0657585,0.0471721,2.01473,0.835009
9,3,49,6,256,1,1,0.0662247,0.0590328,2.01473,0.835009
9,3,49,7,2,1,1,0.0271138,0.0422671,1.95252,0.805489
9,3,49,7,4,1,1,0.0500349,0.0477124,1.95252,0.805489
9,3,49,7,8,1,1,0.056079,0.0382629,1.95252,0.805489
9,3,49,7,16,1,1,0.0501509,0.0444607,1.95252,0.805489
9,3,49,7,32,1,1,0.0552564,0.0503369,1.95252,0.805489
9,3,49,7,64,1,1,0.0529203,0.0314928,1.95252,0.805489
9,3,49,7,128,1,1,0.0582651,0.05179,1.95252,0.805489
9,3,49,7,256,1,1,0.0408267,0.0421173,1.95252,0.805489
9,3,49,8,2,1,1,0.0422914,0.0481435,1.86519,0.774749
9,3,49,8,4,1,1,0.0528565,0.0429204,1.86519,0.774749
9,3,49,8,8,1,1,0.0447354,0.050161,1.86519,0.774749
9,3,49,8,16,1,1,0.059981,0.0526019,1.86519,0.774749
9,3,49,8,32,1,1,0.0493451,0.0472505,1.86519,0.774749
9,3,49,8,64,1,1,0.0587487,0.0542903,1.86519,0.774749
9,3,49,8,128,1,1,0.0603087,0.0550323,1.86519,0.774749
9,3,49,8,256,1,1,0.060371,0.0475528,1.86519,0.774749
9,3,49,9,2,1,1,0.0294995,0.0387187,1.8825,0.765632
9,3,49,9,4,1,1,0.0410742,0.0421442,1.8825,0.765632
9,3,49,9,8,1,1,0.0471404,0.0430159,1.8825,0.765632
9,3,49,9,16,1,1,0.0463527,0.0429573,1.8825,0.765632
9,3,49,9,32,1,1,0.0432285,0.0435562,1.8825,0.765632
9,3,49,9,64,1,1,0.0467038,0.0442598,1.8825,0.765632
9,3,49,9,128,1,1,0.0459639,0.043677,1.8825,0.765632
9,3,49,9,256,1,1,0.0448307,0.0413661,1.8825,0.765632
9,3,49,10,2,1,1,0.00420029,0.0398097,1.78317,0.741147
9,3,49,10,4,1,1,0.0394442,0.0409964,1.78317,0.741147
9,3,49,10,8,1,1,0.0419007,0.0430927,1.78317,0.741147
9,3,49,10,16,1,1,0.048438,0.041475,1.78317,0.741147
9,3,49,10,32,1,1,0.0496805,0.0401471,1.78317,0.741147
9,3,49,10,64,1,1,0.0474108,0.0418341,1.78317,0.741147
9,3,49,10,128,1,1,0.0457335,0.0393387,1.78317,0.741147
9,3,49,10,256,1,1,0.0474293,0.0403831,1.78317,0.741147
9,3,49,11,2,1,1,0.00368221,0.0317029,1.80258,0.733696
9,3,49,11,4,1,1,0.0311531,0.029417,1.80258,0.733696
9,3,49,11,8,1,1,0.0332211,0.0340246,1.80258,0.733696
9,3,49,11,16,1,1,0.0340371,0.0335001,1.80258,0.733696
9,3,49,11,32,1,1,0.0340495,0.0336596,1.80258,0.733696
9,3,49,11,64,1,1,0.0362709,0.0344262,1.80258,0.733696
9,3,49,11,128,1,1,0.0338205,0.0342911,1.80258,0.733696
9,3,49,11,256,1,1,0.033759,0.0332794,1.80258,0.733696
9,3,49,12,2,1,1,0.00368161,0.0335956,1.77188,0.729139
9,3,49,12,4,1,1,0.0390403,0.0365264,1.77188,0.729139
9,3,49,12,8,1,1,0.0390085,0.0368458,1.77188,0.729139
9,3,49,12,16,1,1,0.0409964,0.0372004,1.77188,0.729139
9,3,49,12,32,1,1,0.0410113,0.0379653,1.77188,0.729139
9,3,49,12,64,1,1,0.0398656,0.0372167,1.77188,0.729139
9,3,49,12,128,1,1,0.0408299,0.0367897,1.77188,0.729139
9,3,49,12,256,1,1,0.0401037,0.0367105,1.77188,0.729139
9,3,49,13,2,1,1,0.0033959,0.0272549,1.77966,0.74329
9,3,49,13,4,1,1,0.0284448,0.0283564,1.77966,0.74329
9,3,49,13,8,1,1,0.031161,0.0287547,1.77966,0.74329
9,3,49,13,16,1,1,0.024196,0.0245512,1.77966,0.74329
9,3,49,13,32,1,1,0.031406,0.0288319,1.77966,0.74329
9,3,49,13,64,1,1,0.031315,0.0298102,1.77966,0.74329
9,3,49,13,128,1,1,0.029798,0.0311685,1.77966,0.74329
9,3,49,13,256,1,1,0.0313038,0.029278,1.77966,0.74329
9,3,49,14,2,1,1,0.00340965,0.027705,1.77939,0.740741
9,3,49,14,4,1,1,0.0317522,0.0306498,1.77939,0.740741
9,3,49,14,8,1,1,0.0322663,0.0305935,1.77939,0.740741
9,3,49,14,16,1,1,0.0352731,0.0323243,1.77939,0.740741
9,3,49,14,32,1,1,0.0345428,0.0313098,1.77939,0.740741
9,3,49,14,64,1,1,0.0327136,0.0300737,1.77939,0.740741
9,3,49,14,128,1,1,0.0327069,0.0302242,1.77939,0.740741
9,3,49,14,256,1,1,0.0330701,0.030549,1.77939,0.740741
9,3,49,15,2,1,1,0.00311224,0.0239188,1.7474,0.734394
9,3,49,15,4,1,1,0.0261532,0.0249359,1.7474,0.734394
9,3,49,15,8,1,1,0.0272881,0.026028,1.7474,0.734394
9,3,49,15,16,1,1,0.0282898,0.0262609,1.7474,0.734394
9,3,49,15,32,1,1,0.0280206,0.0259902,1.7474,0.734394
9,3,49,15,64,1,1,0.0283116,0.0256299,1.7474,0.734394
9,3,49,15,128,1,1,0.0277253,0.0261661,1.7474,0.734394
9,3,49,15,256,1,1,0.027666,0.0254638,1.7474,0.734394
9,3,49,16,2,1,1,0.0030553,0.026344,1.77082,0.739523
9,3,49,16,4,1,1,0.0294275,0.0269018,1.77082,0.739523
9,3,49,16,8,1,1,0.0308709,0.0285846,1.77082,0.739523
9,3,49,16,16,1,1,0.031865,0.027297,1.77082,0.739523
9,3,49,16,32,1,1,0.0309946,0.0287638,1.77082,0.739523
9,3,49,16,64,1,1,0.0305815,0.0279453,1.77082,0.739523
9,3,49,16,128,1,1,0.0314066,0.028516,1.77082,0.739523
9,3,49,16,256,1,1,0.0300356,0.027846,1.77082,0.739523
9,6,49,1,2,1,1,0.348241,0.315223,3.39394,1.59834
9,6,49,1,4,1,1,0.37465,0.325596,3.39394,1.59834
9,6,49,1,8,1,1,0.3802,0.330156,3.39394,1.59834
9,6,49,1,16,1,1,0.380429,0.334499,3.39394,1.59834
9,6,49,1,32,1,1,0.384086,0.334653,3.39394,1.59834
9,6,49,1,64,1,1,0.384929,0.334653,3.39394,1.59834
9,6,49,1,128,1,1,0.385164,0.334114,3.39394,1.59834
9,6,49,1,256,1,1,0.384835,0.333883,3.39394,1.59834
9,6,49,2,2,1,1,0.101358,0.108071,3.33475,1.63934
9,6,49,2,4,1,1,0.117371,0.130063,3.33475,1.63934
9,6,49,2,8,1,1,0.148339,0.109798,3.33475,1.63934
9,6,49,2,16,1,1,0.142796,0.0887308,3.33475,1.63934
9,6,49,2,32,1,1,0.150604,0.122958,3.33475,1.63934
9,6,49,2,64,1,1,0.15707,0.110253,3.33475,1.63934
9,6,49,2,128,1,1,0.0763711,0.150979,3.33475,1.63934
9,6,49,2,256,1,1,0.157203,0.127115,3.33475,1.63934
9,6,49,3,2,1,1,0.0617214,0.107809,4.20375,2.13354
9,6,49,3,4,1,1,0.138026,0.111719,4.20375,2.13354
9,6,49,3,8,1,1,0.138202,0.117673,4.20375,2.13354
9,6,49,3,16,1,1,0.136445,0.0731709,4.20375,2.13354
9,6,49,3,32,1,1,0.146712,0.115231,4.20375,2.13354
9,6,49,3,64,1,1,0.150281,0.101084,4.20375,2.13354
9,6,49,3,128,1,1,0.0893645,0.131867,4.20375,2.13354
9,6,49,3,256,1,1,0.148597,0.115507,4.20375,2.13354
9,6,49,4,2,1,1,0.0746271,0.0922547,4.26473,1.9952
9,6,49,4,4,1,1,0.119594,0.128832,4.26473,1.9952
9,6,49,4,8,1,1,0.114253,0.114989,4.26473,1.9952
9,6,49,4,16,1,1,0.119926,0.107017,4.26473,1.9952
9,6,49,4,32,1,1,0.140646,0.109392,4.26473,1.9952
9,6,49,4,64,1,1,0.13225,0.0987769,4.26473,1.9952
9,6,49,4,128,1,1,0.137109,0.110157,4.26473,1.9952
9,6,49,4,256,1,1,0.0858713,0.11564,4.26473,1.9952
9,6,49,5,2,1,1,0.0642527,0.0864526,3.8589,1.92
9,6,49,5,4,1,1,0.0880337,0.0647526,3.8589,1.92
9,6,49,5,8,1,1,0.11223,0.116388,3.8589,1.92
9,6,49,5,16,1,1,0.101218,0.0848088,3.8589,1.92
9,6,49,5,32,1,1,0.120617,0.102182,3.8589,1.92
9,6,49,5,64,1,1,0.117778,0.0674979,3.8589,1.92
9,6,49,5,128,1,1,0.0794704,0.083777,3.8589,1.92
9,6,49,5,256,1,1,0.125225,0.0987198,3.8589,1.92
9,6,49,6,2,1,1,0.0787016,0.0697185,3.52096,1.63612
9,6,49,6,4,1,1,0.103835,0.114693,3.52096,1.63612
9,6,49,6,8,1,1,0.100048,0.0870785,3.52096,1.63612
9,6,49,6,16,1,1,0.126414,0.103569,3.52096,1.63612
9,6,49,6,32,1,1,0.129723,0.0837528,3.52096,1.63612
9,6,49,6,64,1,1,0.0960887,0.101873,3.52096,1.63612
9,6,49,6,128,1,1,0.109198,0.0995537,3.52096,1.63612
9,6,49,6,256,1,1,0.102918,0.0927476,3.52096,1.63612
9,6,49,7,2,1,1,0.0758901,0.0867709,3.85637,1.781
9,6,49,7,4,1,1,0.0838571,0.0635768,3.85637,1.781
9,6,49,7,8,1,1,0.103941,0.0915525,3.85637,1.781
9,6,49,7,16,1,1,0.0780498,0.0984582,3.85637,1.781
9,6,49,7,32,1,1,0.0981592,0.0998211,3.85637,1.781
9,6,49,7,64,1,1,0.110016,0.080755,3.85637,1.781
9,6,49,7,128,1,1,0.096435,0.0807122,3.85637,1.781
9,6,49,7,256,1,1,0.118356,0.0906877,3.85637,1.781
9,6,49,8,2,1,1,0.0646925,0.0872646,3.81323,1.75239
9,6,49,8,4,1,1,0.0950042,0.10197,3.81323,1.75239
9,6,49,8,8,1,1,0.112114,0.0934802,3.81323,1.75239
9,6,49,8,16,1,1,0.116789,0.0899253,3.81323,1.75239
9,6,49,8,32,1,1,0.10248,0.104842,3.81323,1.75239
9,6,49,8,64,1,1,0.117945,0.0899616,3.81323,1.75239
9,6,49,8,128,1,1,0.105048,0.110459,3.81323,1.75239
9,6,49,8,256,1,1,0.107601,0.107188,3.81323,1.75239
9,6,49,9,2,1,1,0.0629773,0.0916741,3.65274,1.70994
9,6,49,9,4,1,1,0.102747,0.0838521,3.65274,1.70994
9,6,49,9,8,1,1,0.0928799,0.0975768,3.65274,1.70994
9,6,49,9,16,1,1,0.106923,0.0879903,3.65274,1.70994
9,6,49,9,32,1,1,0.106876,0.0978468,3.65274,1.70994
9,6,49,9,64,1,1,0.0912317,0.095143,3.65274,1.70994
9,6,49,9,128,1,1,0.0952997,0.0992436,3.65274,1.70994
9,6,49,9,256,1,1,0.0970875,0.097705,3.65274,1.70994
9,6,49,10,2,1,1,0.00772658,0.0825791,3.21883,1.64534
9,6,49,10,4,1,1,0.0818142,0.0881964,3.21883,1.64534
9,6,49,10,8,1,1,0.0848534,0.088598,3.21883,1.64534
9,6,49,10,16,1,1,0.0900194,0.0929796,3.21883,1.64534
9,6,49,10,32,1,1,0.101205,0.0822044,3.21883,1.64534
9,6,49,10,64,1,1,0.0864972,0.088875,3.21883,1.64534
9,6,49,10,128,1,1,0.101799,0.0853908,3.21883,1.64534
9,6,49,10,256,1,1,0.0974231,0.0837625,3.21883,1.64534
9,6,49,11,2,1,1,0.0136813,0.0759862,3.23255,1.63414
9,6,49,11,4,1,1,0.0847372,0.0816304,3.23255,1.63414
9,6,49,11,8,1,1,0.0872044,0.0745443,3.23255,1.63414
9,6,49,11,16,1,1,0.0904294,0.0828718,3.23255,1.63414
9,6,49,11,32,1,1,0.0840917,0.0801654,3.23255,1.63414
9,6,49,11,64,1,1,0.0895801,0.0818747,3.23255,1.63414
9,6,49,11,128,1,1,0.0864214,0.0806988,3.23255,1.63414
9,6,49,11,256,1,1,0.0913955,0.0837939,3.23255,1.63414
9,6,49,12,2,1,1,0.00721832,0.0695796,3.24907,1.63562
9,6,49,12,4,1,1,0.0782432,0.0708238,3.24907,1.63562
9,6,49,12,8,1,1,0.0822919,0.0792343,3.24907,1.63562
9,6,49,12,16,1,1,0.0826799,0.0763907,3.24907,1.63562
9,6,49,12,32,1,1,0.0874921,0.0809737,3.24907,1.63562
9,6,49,12,64,1,1,0.0826453,0.0781682,3.24907,1.63562
9,6,49,12,128,1,1,0.0813629,0.0761039,3.24907,1.63562
9,6,49,12,256,1,1,0.0839441,0.0779434,3.24907,1.63562
9,6,49,13,2,1,1,0.00707107,0.0672974,3.3871,1.63711
9,6,49,13,4,1,1,0.0698918,0.0697403,3.3871,1.63711
9,6,49,13,8,1,1,0.0752551,0.0678089,3.3871,1.63711
9,6,49,13,16,1,1,0.0770892,0.0707962,3.3871,1.63711
9,6,49,13,32,1,1,0.0759029,0.0314307,3.3871,1.63711
9,6,49,13,64,1,1,0.0776944,0.0718881,3.3871,1.63711
9,6,49,13,128,1,1,0.0757299,0.0715828,3.3871,1.63711
9,6,49,13,256,1,1,0.0801036,0.0719327,3.3871,1.63711
9,6,49,14,2,1,1,0.00641545,0.0614165,3.52624,1.64084
9,6,49,14,4,1,1,0.0663416,0.0627335,3.52624,1.64084
9,6,49,14,8,1,1,0.066529,0.0623597,3.52624,1.64084
9,6,49,14,16,1,1,0.0686172,0.065598,3.52624,1.64084
9,6,49,14,32,1,1,0.0659054,0.0622512,3.52624,1.64084
9,6,49,14,64,1,1,0.0700484,0.0631365,3.52624,1.64084
9,6,49,14,128,1,1,0.0672561,0.0620368,3.52624,1.64084
9,6,49,14,256,1,1,0.0697574,0.0637642,3.52624,1.64084
9,6,49,15,2,1,1,0.00657542,0.0596266,3.23566,1.62357
9,6,49,15,4,1,1,0.0631007,0.0607282,3.23566,1.62357
9,6,49,15,8,1,1,0.0656245,0.0578144,3.23566,1.62357
9,6,49,15,16,1,1,0.0664702,0.0621179,3.23566,1.62357
9,6,49,15,32,1,1,0.0645351,0.0603326,3.23566,1.62357
9,6,49,15,64,1,1,0.0673235,0.0620447,3.23566,1.62357
9,6,49,15,128,1,1,0.0670319,0.0612698,3.23566,1.62357
9,6,49,15,256,1,1,0.0667795,0.0606672,3.23566,1.62357
9,6,49,16,2,1,1,0.00610545,0.0449125,3.45781,1.62945
9,6,49,16,4,1,1,0.0495955,0.0455784,3.45781,1.62945
9,6,49,16,8,1,1,0.0509285,0.0472005,3.45781,1.62945
9,6,49,16,16,1,1,0.0511861,0.0504367,3.45781,1.62945
9,6,49,16,32,1,1,0.0522156,0.0472706,3.45781,1.62945
9,6,49,16,64,1,1,0.0503839,0.0481619,3.45781,1.62945
9,6,49,16,128,1,1,0.05158,0.0472444,3.45781,1.62945
9,6,49,16,256,1,1,0.0535459,0.0481963,3.45781,1.62945
116835,1,766396,1,2,1,1,0.406823,0.258105,1.29252,0.59994
116835,1,766396,1,4,1,1,0.484023,0.269121,1.29252,0.59994
116835,1,766396,1,8,1,1,0.533265,0.277763,1.29252,0.59994
116835,1,766396,1,16,1,1,0.56383,0.281788,1.29252,0.59994
116835,1,766396,1,32,1,1,0.58219,0.28431,1.29252,0.59994
116835,1,766396,1,64,1,1,0.592365,0.28478,1.29252,0.59994
116835,1,766396,1,128,1,1,0.596644,0.285916,1.29252,0.59994
116835,1,766396,1,256,1,1,0.600969,0.286017,1.29252,0.59994
116835,1,766396,2,2,1,1,0.123411,0.127307,1.30461,0.603214
116835,1,766396,2,4,1,1,0.208914,0.16115,1.30461,0.603214
116835,1,766396,2,8,1,1,0.276339,0.243115,1.30461,0.603214
116835,1,766396,2,16,1,1,0.388073,0.360136,1.30461,0.603214
116835,1,766396,2,32,1,1,0.589747,0.387488,1.30461,0.603214
116835,1,766396,2,64,1,1,0.879349,0.485849,1.30461,0.603214
116835,1,766396,2,128,1,1,0.991989,0.516837,1.30461,0.603214
116835,1,766396,2,256,1,1,1.12358,0.555325,1.30461,0.603214
116835,1,766396,3,2,1,1,0.147777,0.14058,1.30038,0.601953
116835,1,766396,3,4,1,1,0.25351,0.207136,1.30038,0.601953
116835,1,766396,3,8,1,1,0.341682,0.365338,1.30038,0.601953
116835,1,766396,3,16,1,1,0.623744,0.550886,1.30038,0.601953
116835,1,766396,3,32,1,1,0.973115,0.602352,1.30038,0.601953
116835,1,766396,3,64,1,1,1.27351,0.711319,1.30038,0.601953
116835,1,766396,3,128,1,1,1.45888,0.764285,1.30038,0.601953
116835,1,766396,3,256,1,1,1.65449,0.823788,1.30038,0.601953
116835,1,766396,4,2,1,1,0.15055,0.158769,1.3056,0.603412
116835,1,766396,4,4,1,1,0.265782,0.230339,1.3056,0.603412
116835,1,766396,4,8,1,1,0.402063,0.416351,1.3056,0.603412
116835,1,766396,4,16,1,1,0.738217,0.729754,1.3056,0.603412
116835,1,766396,4,32,1,1,1.2123,0.827008,1.3056,0.603412
116835,1,766396,4,64,1,1,1.63469,0.931329,1.3056,0.603412
116835,1,766396,4,128,1,1,1.93085,1.01411,1.3056,0.603412
116835,1,766396,4,256,1,1,2.18103,1.10031,1.3056,0.603412
116835,1,766396,5,2,1,1,0.166034,0.16013,1.30911,0.603753
116835,1,766396,5,4,1,1,0.336274,0.258083,1.30911,0.603753
116835,1,766396,5,8,1,1,0.487971,0.480118,1.30911,0.603753
116835,1,766396,5,16,1,1,0.907566,0.844411,1.30911,0.603753
116835,1,766396,5,32,1,1,1.45347,0.964304,1.30911,0.603753
116835,1,766396,5,64,1,1,1.98194,1.10994,1.30911,0.603753
116835,1,766396,5,128,1,1,2.28155,1.22418,1.30911,0.603753
116835,1,766396,5,256,1,1,2.65802,1.30248,1.30911,0.603753
116835,1,766396,6,2,1,1,0.149841,0.165822,1.30815,0.603988
116835,1,766396,6,4,1,1,0.291781,0.269402,1.30815,0.603988
116835,1,766396,6,8,1,1,0.519772,0.546223,1.30815,0.603988
116835,1,766396,6,16,1,1,1.0146,0.984931,1.30815,0.603988
116835,1,766396,6,32,1,1,1.65797,1.10785,1.30815,0.603988
116835,1,766396,6,64,1,1,2.24037,1.27541,1.30815,0.603988
116835,1,766396,6,128,1,1,2.72505,1.4291,1.30815,0.603988
116835,1,766396,6,256,1,1,3.08404,1.53403,1.30815,0.603988
116835,1,766396,7,2,1,1,0.153527,0.176638,1.30743,0.603657
116835,1,766396,7,4,1,1,0.31421,0.299536,1.30743,0.603657
116835,1,766396,7,8,1,1,0.571362,0.605617,1.30743,0.603657
116835,1,766396,7,16,1,1,1.1549,1.10222,1.30743,0.603657
116835,1,766396,7,32,1,1,1.86162,1.24664,1.30743,0.603657
116835,1,766396,7,64,1,1,2.56368,1.45993,1.30743,0.603657
116835,1,766396,7,128,1,1,3.10851,1.65506,1.30743,0.603657
116835,1,766396,7,256,1,1,3.54878,1.74018,1.30743,0.603657
116835,1,766396,8,2,1,1,0.144776,0.167297,1.30699,0.603592
116835,1,766396,8,4,1,1,0.293758,0.311054,1.30699,0.603592
116835,1,766396,8,8,1,1,0.611538,0.655191,1.30699,0.603592
116835,1,766396,8,16,1,1,1.24772,1.18872,1.30699,0.603592
116835,1,766396,8,32,1,1,2.03873,1.39565,1.30699,0.603592
116835,1,766396,8,64,1,1,2.85442,1.66034,1.30699,0.603592
116835,1,766396,8,128,1,1,3.51702,1.86902,1.30699,0.603592
116835,1,766396,8,256,1,1,4.01304,1.96875,1.30699,0.603592
116835,1,766396,9,2,1,1,0.156848,0.178982,1.3059,0.603689
116835,1,766396,9,4,1,1,0.322602,0.330391,1.3059,0.603689
116835,1,766396,9,8,1,1,0.653788,0.711881,1.3059,0.603689
116835,1,766396,9,16,1,1,1.35058,1.26801,1.3059,0.603689
116835,1,766396,9,32,1,1,2.22231,1.51802,1.3059,0.603689
116835,1,766396,9,64,1,1,2.98379,1.74569,1.3059,0.603689
116835,1,766396,9,128,1,1,3.7274,2.00199,1.3059,0.603689
116835,1,766396,9,256,1,1,4.01346,2.16015,1.3059,0.603689
116835,1,766396,10,2,1,1,0.149904,0.169812,1.30599,0.603505
116835,1,766396,10,4,1,1,0.30393,0.329048,1.30599,0.603505
116835,1,766396,10,8,1,1,0.658818,0.755062,1.30599,0.603505
116835,1,766396,10,16,1,1,1.40024,1.34659,1.30599,0.603505
116835,1,766396,10,32,1,1,2.38303,1.68639,1.30599,0.603505
116835,1,766396,10,64,1,1,3.3674,2.00661,1.30599,0.603505
116835,1,766396,10,128,1,1,3.95471,2.25686,1.30599,0.603505
116835,1,766396,10,256,1,1,3.93854,2.35963,1.30599,0.603505
116835,1,766396,11,2,1,1,0.159625,0.177319,1.30258,0.602304
116835,1,766396,11,4,1,1,0.321137,0.342287,1.30258,0.602304
116835,1,766396,11,8,1,1,0.682283,0.797753,1.30258,0.602304
116835,1,766396,11,16,1,1,1.46782,1.38574,1.30258,0.602304
116835,1,766396,11,32,1,1,2.55403,1.82887,1.30258,0.602304
116835,1,766396,11,64,1,1,3.62729,2.15615,1.30258,0.602304
116835,1,766396,11,128,1,1,3.91598,2.41443,1.30258,0.602304
116835,1,766396,11,256,1,1,3.8638,2.53141,1.30258,0.602304
116835,1,766396,12,2,1,1,0.156645,0.173284,1.2964,0.603477
116835,1,766396,12,4,1,1,0.314125,0.337979,1.2964,0.603477
116835,1,766396,12,8,1,1,0.670458,0.818194,1.2964,0.603477
116835,1,766396,12,16,1,1,1.48013,1.52728,1.2964,0.603477
116835,1,766396,12,32,1,1,2.68125,1.9615,1.2964,0.603477
116835,1,766396,12,64,1,1,3.80571,2.33222,1.2964,0.603477
116835,1,766396,12,128,1,1,3.83532,2.58661,1.2964,0.603477
116835,1,766396,12,256,1,1,3.7722,2.61398,1.2964,0.603477
116835,1,766396,13,2,1,1,0.163429,0.179072,1.30152,0.603722
116835,1,766396,13,4,1,1,0.328854,0.349144,1.30152,0.603722
116835,1,766396,13,8,1,1,0.695699,0.872845,1.30152,0.603722
116835,1,766396,13,16,1,1,1.50894,1.6686,1.30152,0.603722
116835,1,766396,13,32,1,1,2.85391,2.09852,1.30152,0.603722
116835,1,766396,13,64,1,1,3.73896,2.43639,1.30152,0.603722
116835,1,766396,13,128,1,1,3.76188,2.73706,1.30152,0.603722
116835,1,766396,13,256,1,1,3.59316,2.85308,1.30152,0.603722
116835,1,766396,14,2,1,1,0.161274,0.175483,1.30364,0.603496
116835,1,766396,14,4,1,1,0.324264,0.340081,1.30364,0.603496
116835,1,766396,14,8,1,1,0.681267,0.894964,1.30364,0.603496
116835,1,766396,14,16,1,1,1.51907,1.80928,1.30364,0.603496
116835,1,766396,14,32,1,1,2.95866,2.23083,1.30364,0.603496
116835,1,766396,14,64,1,1,3.67809,2.59632,1.30364,0.603496
116835,1,766396,14,128,1,1,3.68665,2.90427,1.30364,0.603496
116835,1,766396,14,256,1,1,3.6209,3.00463,1.30364,0.603496
116835,1,766396,15,2,1,1,0.163395,0.17758,1.30205,0.603646
116835,1,766396,15,4,1,1,0.328724,0.345063,1.30205,0.603646
116835,1,766396,15,8,1,1,0.681791,0.912171,1.30205,0.603646
116835,1,766396,15,16,1,1,1.53568,1.88864,1.30205,0.603646
116835,1,766396,15,32,1,1,2.99175,2.26353,1.30205,0.603646
116835,1,766396,15,64,1,1,3.50713,2.62256,1.30205,0.603646
116835,1,766396,15,128,1,1,3.48699,2.94598,1.30205,0.603646
116835,1,766396,15,256,1,1,3.46945,3.07396,1.30205,0.603646
116835,1,766396,16,2,1,1,0.161583,0.174737,1.30231,0.603807
116835,1,766396,16,4,1,1,0.326625,0.344137,1.30231,0.603807
116835,1,766396,16,8,1,1,0.685306,0.946349,1.30231,0.603807
116835,1,766396,16,16,1,1,1.51486,2.04958,1.30231,0.603807
116835,1,766396,16,32,1,1,3.14048,2.48473,1.30231,0.603807
116835,1,766396,16,64,1,1,3.54301,2.89273,1.30231,0.603807
116835,1,766396,16,128,1,1,3.53604,3.18465,1.30231,0.603807
116835,1,766396,16,256,1,1,3.50102,3.30033,1.30231,0.603807
116835,2,766396,1,2,1,1,0.567939,0.426647,2.50757,1.14189
116835,2,766396,1,4,1,1,0.61868,0.443067,2.50757,1.14189
116835,2,766396,1,8,1,1,0.647449,0.451831,2.50757,1.14189
116835,2,766396,1,16,1,1,0.663585,0.456607,2.50757,1.14189
116835,2,766396,1,32,1,1,0.671444,0.459013,2.50757,1.14189
116835,2,766396,1,64,1,1,0.676133,0.460353,2.50757,1.14189
116835,2,766396,1,128,1,1,0.678915,0.460854,2.50757,1.14189
116835,2,766396,1,256,1,1,0.680149,0.461134,2.50757,1.14189
116835,2,766396,2,2,1,1,0.296082,0.167607,2.50597,1.14252
116835,2,766396,2,4,1,1,0.278171,0.229582,2.50597,1.14252
116835,2,766396,2,8,1,1,0.394624,0.309032,2.50597,1.14252
116835,2,766396,2,16,1,1,0.594439,0.458712,2.50597,1.14252
116835,2,766396,2,32,1,1,0.935107,0.687486,2.50597,1.14252
116835,2,766396,2,64,1,1,1.06614,0.741069,2.50597,1.14252
116835,2,766396,2,128,1,1,1.2501,0.848851,2.50597,1.14252
116835,2,766396,2,256,1,1,1.30572,0.881287,2.50597,1.14252
116835,2,766396,3,2,1,1,0.250835,0.223762,2.46831,1.13759
116835,2,766396,3,4,1,1,0.364084,0.334452,2.46831,1.13759
116835,2,766396,3,8,1,1,0.642535,0.512525,2.46831,1.13759
116835,2,766396,3,16,1,1,1.0264,0.794468,2.46831,1.13759
116835,2,766396,3,32,1,1,1.36652,1.01174,2.46831,1.13759
116835,2,766396,3,64,1,1,1.60711,1.13455,2.46831,1.13759
116835,2,766396,3,128,1,1,1.86024,1.28025,2.46831,1.13759
116835,2,766396,3,256,1,1,1.94217,1.31498,2.46831,1.13759
116835,2,766396,4,2,1,1,0.262114,0.235064,2.49959,1.14288
116835,2,766396,4,4,1,1,0.417754,0.386573,2.49959,1.14288
116835,2,766396,4,8,1,1,0.770007,0.628868,2.49959,1.14288
116835,2,766396,4,16,1,1,1.2733,0.974279,2.49959,1.14288
116835,2,766396,4,32,1,1,1.77592,1.32776,2.49959,1.14288
116835,2,766396,4,64,1,1,2.14027,1.51135,2.49959,1.14288
116835,2,766396,4,128,1,1,2.504,1.72514,2.49959,1.14288
116835,2,766396,4,256,1,1,2.61366,1.71217,2.49959,1.14288
116835,2,766396,5,2,1,1,0.326244,0.27908,2.49834,1.14315
116835,2,766396,5,4,1,1,0.529082,0.442419,2.49834,1.14315
116835,2,766396,5,8,1,1,0.964234,0.768548,2.49834,1.14315
116835,2,766396,5,16,1,1,1.55998,1.17012,2.49834,1.14315
116835,2,766396,5,32,1,1,2.1066,1.57519,2.49834,1.14315
116835,2,766396,5,64,1,1,2.61132,1.82376,2.49834,1.14315
116835,2,766396,5,128,1,1,3.00852,2.06029,2.49834,1.14315
116835,2,766396,5,256,1,1,3.13428,2.12715,2.49834,1.14315
116835,2,766396,6,2,1,1,0.278609,0.25482,2.50084,1.14306
