m,k,NZ,threads,chunk size,CRS,ELLPACK,CRS performance,ELLPACK performance,Serial CRS performance,Serial ELLPACK performance
121192,1,2624331,1,2,1,1,0.603573,0.409776,1.17206,0.534086
121192,1,2624331,1,4,1,1,0.664878,0.415187,1.17206,0.534086
121192,1,2624331,1,8,1,1,0.699079,0.423185,1.17206,0.534086
121192,1,2624331,1,16,1,1,0.717896,0.426806,1.17206,0.534086
121192,1,2624331,1,32,1,1,0.728205,0.428357,1.17206,0.534086
121192,1,2624331,1,64,1,1,0.732641,0.429101,1.17206,0.534086
121192,1,2624331,1,128,1,1,0.735626,0.346463,1.17206,0.534086
121192,1,2624331,1,256,1,1,0.681259,0.430263,1.17206,0.534086
121192,1,2624331,2,2,1,1,0.366836,0.324285,1.17135,0.533947
121192,1,2624331,2,4,1,1,0.498554,0.332132,1.17135,0.533947
121192,1,2624331,2,8,1,1,0.758888,0.432865,1.17135,0.533947
121192,1,2624331,2,16,1,1,0.921829,0.522879,1.17135,0.533947
121192,1,2624331,2,32,1,1,1.12551,0.679837,1.17135,0.533947
121192,1,2624331,2,64,1,1,1.26471,0.781683,1.17135,0.533947
121192,1,2624331,2,128,1,1,1.3643,0.816587,1.17135,0.533947
121192,1,2624331,2,256,1,1,1.42091,0.847277,1.17135,0.533947
121192,1,2624331,3,2,1,1,0.424297,0.364939,1.08027,0.502287
121192,1,2624331,3,4,1,1,0.642015,0.418326,1.08027,0.502287
121192,1,2624331,3,8,1,1,1.10865,0.610343,1.08027,0.502287
121192,1,2624331,3,16,1,1,1.43647,0.856445,1.08027,0.502287
121192,1,2624331,3,32,1,1,1.73366,1.0583,1.08027,0.502287
121192,1,2624331,3,64,1,1,1.89125,1.1711,1.08027,0.502287
121192,1,2624331,3,128,1,1,1.96727,1.21436,1.08027,0.502287
121192,1,2624331,3,256,1,1,1.97613,1.20049,1.08027,0.502287
121192,1,2624331,4,2,1,1,0.483468,0.438122,1.10578,0.504339
121192,1,2624331,4,4,1,1,0.710674,0.499872,1.10578,0.504339
121192,1,2624331,4,8,1,1,1.36187,0.759813,1.10578,0.504339
121192,1,2624331,4,16,1,1,1.80856,1.119,1.10578,0.504339
121192,1,2624331,4,32,1,1,2.24624,1.41578,1.10578,0.504339
121192,1,2624331,4,64,1,1,2.51495,1.56891,1.10578,0.504339
121192,1,2624331,4,128,1,1,2.6104,1.62878,1.10578,0.504339
121192,1,2624331,4,256,1,1,2.62971,1.64167,1.10578,0.504339
121192,1,2624331,5,2,1,1,0.559349,0.458273,0.891181,0.450297
121192,1,2624331,5,4,1,1,0.872871,0.576805,0.891181,0.450297
121192,1,2624331,5,8,1,1,1.66237,0.914573,0.891181,0.450297
121192,1,2624331,5,16,1,1,2.20317,1.38543,0.891181,0.450297
121192,1,2624331,5,32,1,1,2.74098,1.71522,0.891181,0.450297
121192,1,2624331,5,64,1,1,3.03229,1.88691,0.891181,0.450297
121192,1,2624331,5,128,1,1,3.13158,1.95871,0.891181,0.450297
121192,1,2624331,5,256,1,1,3.17305,1.99305,0.891181,0.450297
121192,1,2624331,6,2,1,1,0.491903,0.498888,0.9084,0.463725
121192,1,2624331,6,4,1,1,0.881071,0.643763,0.9084,0.463725
121192,1,2624331,6,8,1,1,1.83252,1.08894,0.9084,0.463725
121192,1,2624331,6,16,1,1,2.49825,1.65809,0.9084,0.463725
121192,1,2624331,6,32,1,1,3.22882,2.04127,0.9084,0.463725
121192,1,2624331,6,64,1,1,3.54531,2.22535,0.9084,0.463725
121192,1,2624331,6,128,1,1,3.65465,2.30145,0.9084,0.463725
121192,1,2624331,6,256,1,1,3.68505,2.33749,0.9084,0.463725
121192,1,2624331,7,2,1,1,0.581592,0.526205,0.907658,0.463966
121192,1,2624331,7,4,1,1,1.03634,0.71563,0.907658,0.463966
121192,1,2624331,7,8,1,1,2.05914,1.24016,0.907658,0.463966
121192,1,2624331,7,16,1,1,2.89091,1.87894,0.907658,0.463966
121192,1,2624331,7,32,1,1,3.71135,2.33385,0.907658,0.463966
121192,1,2624331,7,64,1,1,4.10394,2.53873,0.907658,0.463966
121192,1,2624331,7,128,1,1,4.20642,2.62864,0.907658,0.463966
121192,1,2624331,7,256,1,1,4.33728,2.6114,0.907658,0.463966
121192,1,2624331,8,2,1,1,0.658985,0.582561,0.909203,0.463595
121192,1,2624331,8,4,1,1,1.08118,0.802749,0.909203,0.463595
121192,1,2624331,8,8,1,1,2.36885,1.44387,0.909203,0.463595
121192,1,2624331,8,16,1,1,3.29173,2.15734,0.909203,0.463595
121192,1,2624331,8,32,1,1,4.27837,2.67111,0.909203,0.463595
121192,1,2624331,8,64,1,1,4.67984,2.89111,0.909203,0.463595
121192,1,2624331,8,128,1,1,4.84629,2.98898,0.909203,0.463595
121192,1,2624331,8,256,1,1,4.80595,3.01396,0.909203,0.463595
121192,1,2624331,9,2,1,1,0.509127,0.538541,0.907763,0.464145
121192,1,2624331,9,4,1,1,1.08748,0.804457,0.907763,0.464145
121192,1,2624331,9,8,1,1,2.30905,1.5962,0.907763,0.464145
121192,1,2624331,9,16,1,1,3.49567,2.38515,0.907763,0.464145
121192,1,2624331,9,32,1,1,4.6015,2.92829,0.907763,0.464145
121192,1,2624331,9,64,1,1,5.10101,3.17621,0.907763,0.464145
121192,1,2624331,9,128,1,1,5.30557,3.28261,0.907763,0.464145
121192,1,2624331,9,256,1,1,5.4119,3.32811,0.907763,0.464145
121192,1,2624331,10,2,1,1,0.638764,0.583778,0.937256,0.467794
121192,1,2624331,10,4,1,1,1.25212,0.913921,0.937256,0.467794
121192,1,2624331,10,8,1,1,2.61718,1.68072,0.937256,0.467794
121192,1,2624331,10,16,1,1,3.83445,2.59638,0.937256,0.467794
121192,1,2624331,10,32,1,1,5.12314,3.23948,0.937256,0.467794
121192,1,2624331,10,64,1,1,5.63721,3.47796,0.937256,0.467794
121192,1,2624331,10,128,1,1,5.73109,3.60783,0.937256,0.467794
121192,1,2624331,10,256,1,1,5.84737,3.59383,0.937256,0.467794
121192,1,2624331,11,2,1,1,0.613192,0.626134,1.03487,0.473189
121192,1,2624331,11,4,1,1,1.23394,1.0062,1.03487,0.473189
121192,1,2624331,11,8,1,1,2.94122,1.8861,1.03487,0.473189
121192,1,2624331,11,16,1,1,4.29255,2.84001,1.03487,0.473189
121192,1,2624331,11,32,1,1,5.60612,3.4943,1.03487,0.473189
121192,1,2624331,11,64,1,1,6.13296,3.74265,1.03487,0.473189
121192,1,2624331,11,128,1,1,6.14992,3.84868,1.03487,0.473189
121192,1,2624331,11,256,1,1,6.25445,3.9144,1.03487,0.473189
121192,1,2624331,12,2,1,1,0.576298,0.506077,1.03577,0.473291
121192,1,2624331,12,4,1,1,1.16188,1.04372,1.03577,0.473291
121192,1,2624331,12,8,1,1,2.89486,2.01617,1.03577,0.473291
121192,1,2624331,12,16,1,1,4.35659,3.04888,1.03577,0.473291
121192,1,2624331,12,32,1,1,5.80373,3.79649,1.03577,0.473291
121192,1,2624331,12,64,1,1,6.45058,4.04647,1.03577,0.473291
121192,1,2624331,12,128,1,1,6.63749,4.1817,1.03577,0.473291
121192,1,2624331,12,256,1,1,6.72737,4.18152,1.03577,0.473291
121192,1,2624331,13,2,1,1,0.641752,0.651394,1.03832,0.472399
121192,1,2624331,13,4,1,1,1.29808,1.10923,1.03832,0.472399
121192,1,2624331,13,8,1,1,3.2369,2.12693,1.03832,0.472399
121192,1,2624331,13,16,1,1,4.85347,3.27493,1.03832,0.472399
121192,1,2624331,13,32,1,1,6.41564,4.04015,1.03832,0.472399
121192,1,2624331,13,64,1,1,6.98128,4.29519,1.03832,0.472399
121192,1,2624331,13,128,1,1,6.87106,4.28784,1.03832,0.472399
121192,1,2624331,13,256,1,1,7.17278,4.47532,1.03832,0.472399
121192,1,2624331,14,2,1,1,0.58049,0.554795,1.03637,0.472501
121192,1,2624331,14,4,1,1,1.18065,1.11535,1.03637,0.472501
121192,1,2624331,14,8,1,1,3.04805,2.33661,1.03637,0.472501
121192,1,2624331,14,16,1,1,4.82237,3.50734,1.03637,0.472501
121192,1,2624331,14,32,1,1,6.48205,4.30214,1.03637,0.472501
121192,1,2624331,14,64,1,1,7.19954,4.55364,1.03637,0.472501
121192,1,2624331,14,128,1,1,7.64228,4.63901,1.03637,0.472501
121192,1,2624331,14,256,1,1,7.62552,4.66318,1.03637,0.472501
121192,1,2624331,15,2,1,1,0.7183,0.633091,1.03767,0.472666
121192,1,2624331,15,4,1,1,1.23066,1.15139,1.03767,0.472666
121192,1,2624331,15,8,1,1,3.21215,2.36215,1.03767,0.472666
121192,1,2624331,15,16,1,1,5.19904,3.59049,1.03767,0.472666
121192,1,2624331,15,32,1,1,6.81872,4.35792,1.03767,0.472666
121192,1,2624331,15,64,1,1,7.36913,4.6026,1.03767,0.472666
121192,1,2624331,15,128,1,1,7.72314,4.70732,1.03767,0.472666
121192,1,2624331,15,256,1,1,7.54065,4.76727,1.03767,0.472666
121192,1,2624331,16,2,1,1,0.65995,0.620114,1.03883,0.472708
121192,1,2624331,16,4,1,1,1.19271,1.16895,1.03883,0.472708
121192,1,2624331,16,8,1,1,3.16713,2.58831,1.03883,0.472708
121192,1,2624331,16,16,1,1,5.37291,3.92475,1.03883,0.472708
121192,1,2624331,16,32,1,1,7.29039,4.72774,1.03883,0.472708
121192,1,2624331,16,64,1,1,8.06821,5.01426,1.03883,0.472708
121192,1,2624331,16,128,1,1,8.22446,5.11592,1.03883,0.472708
121192,1,2624331,16,256,1,1,8.31001,5.14484,1.03883,0.472708
121192,2,2624331,1,2,1,1,0.790203,0.673079,1.97188,0.887531
121192,2,2624331,1,4,1,1,0.869667,0.684512,1.97188,0.887531
121192,2,2624331,1,8,1,1,0.895972,0.691809,1.97188,0.887531
121192,2,2624331,1,16,1,1,0.908885,0.694387,1.97188,0.887531
121192,2,2624331,1,32,1,1,0.916326,0.695993,1.97188,0.887531
121192,2,2624331,1,64,1,1,0.920385,0.696971,1.97188,0.887531
121192,2,2624331,1,128,1,1,0.921202,0.697366,1.97188,0.887531
121192,2,2624331,1,256,1,1,0.922237,0.696158,1.97188,0.887531
121192,2,2624331,2,2,1,1,0.610721,0.552566,1.92066,0.889545
121192,2,2624331,2,4,1,1,0.912485,0.65581,1.92066,0.889545
121192,2,2624331,2,8,1,1,0.994295,0.727544,1.92066,0.889545
121192,2,2624331,2,16,1,1,1.44153,1.06839,1.92066,0.889545
121192,2,2624331,2,32,1,1,1.72382,1.29115,1.92066,0.889545
121192,2,2624331,2,64,1,1,1.85915,1.38398,1.92066,0.889545
121192,2,2624331,2,128,1,1,1.94549,1.442,1.92066,0.889545
121192,2,2624331,2,256,1,1,2.04306,1.47427,1.92066,0.889545
121192,2,2624331,3,2,1,1,0.690111,0.63146,1.8171,0.86837
121192,2,2624331,3,4,1,1,1.23866,0.822409,1.8171,0.86837
121192,2,2624331,3,8,1,1,1.55554,1.1282,1.8171,0.86837
121192,2,2624331,3,16,1,1,2.16598,1.66093,1.8171,0.86837
121192,2,2624331,3,32,1,1,2.53105,1.92747,1.8171,0.86837
121192,2,2624331,3,64,1,1,2.65962,2.06056,1.8171,0.86837
121192,2,2624331,3,128,1,1,2.80542,2.14698,1.8171,0.86837
121192,2,2624331,3,256,1,1,2.84331,2.17038,1.8171,0.86837
121192,2,2624331,4,2,1,1,0.799468,0.714102,1.80782,0.898859
121192,2,2624331,4,4,1,1,1.49982,0.989794,1.80782,0.898859
121192,2,2624331,4,8,1,1,2.03353,1.45178,1.80782,0.898859
121192,2,2624331,4,16,1,1,2.94788,2.16775,1.80782,0.898859
121192,2,2624331,4,32,1,1,3.46075,2.5935,1.80782,0.898859
121192,2,2624331,4,64,1,1,3.69952,2.76962,1.80782,0.898859
121192,2,2624331,4,128,1,1,3.76275,2.84287,1.80782,0.898859
121192,2,2624331,4,256,1,1,3.86889,2.87998,1.80782,0.898859
121192,2,2624331,5,2,1,1,0.832065,0.780877,1.91859,0.879304
121192,2,2624331,5,4,1,1,1.72211,1.17236,1.91859,0.879304
121192,2,2624331,5,8,1,1,2.43465,1.83343,1.91859,0.879304
121192,2,2624331,5,16,1,1,3.55447,2.67309,1.91859,0.879304
121192,2,2624331,5,32,1,1,4.17283,3.13334,1.91859,0.879304
121192,2,2624331,5,64,1,1,4.40994,3.35191,1.91859,0.879304
121192,2,2624331,5,128,1,1,4.59219,3.4794,1.91859,0.879304
121192,2,2624331,5,256,1,1,4.68933,3.52413,1.91859,0.879304
121192,2,2624331,6,2,1,1,0.917568,0.872132,1.9764,0.891132
121192,2,2624331,6,4,1,1,2.01822,1.359,1.9764,0.891132
121192,2,2624331,6,8,1,1,2.90693,2.15885,1.9764,0.891132
121192,2,2624331,6,16,1,1,4.27937,3.19601,1.9764,0.891132
121192,2,2624331,6,32,1,1,5.00824,3.70727,1.9764,0.891132
121192,2,2624331,6,64,1,1,5.33135,3.91107,1.9764,0.891132
121192,2,2624331,6,128,1,1,5.45943,4.03812,1.9764,0.891132
121192,2,2624331,6,256,1,1,5.47762,4.09969,1.9764,0.891132
121192,2,2624331,7,2,1,1,0.943029,0.896628,1.98863,0.889094
121192,2,2624331,7,4,1,1,2.09371,1.55196,1.98863,0.889094
121192,2,2624331,7,8,1,1,3.21197,2.45097,1.98863,0.889094
121192,2,2624331,7,16,1,1,4.88563,3.70127,1.98863,0.889094
121192,2,2624331,7,32,1,1,5.77392,4.27129,1.98863,0.889094
121192,2,2624331,7,64,1,1,6.11042,4.52415,1.98863,0.889094
121192,2,2624331,7,128,1,1,6.23116,4.65193,1.98863,0.889094
121192,2,2624331,7,256,1,1,6.24259,4.70072,1.98863,0.889094
121192,2,2624331,8,2,1,1,0.994026,0.977971,1.9889,0.890945
121192,2,2624331,8,4,1,1,2.33215,1.73796,1.9889,0.890945
121192,2,2624331,8,8,1,1,3.65932,2.78029,1.9889,0.890945
121192,2,2624331,8,16,1,1,5.58817,4.22754,1.9889,0.890945
121192,2,2624331,8,32,1,1,6.57712,4.83994,1.9889,0.890945
121192,2,2624331,8,64,1,1,6.89919,5.07265,1.9889,0.890945
121192,2,2624331,8,128,1,1,7.01345,5.27837,1.9889,0.890945
121192,2,2624331,8,256,1,1,7.15522,5.17628,1.9889,0.890945
121192,2,2624331,9,2,1,1,0.944025,0.955397,1.80533,0.898502
121192,2,2624331,9,4,1,1,2.28698,1.86191,1.80533,0.898502
121192,2,2624331,9,8,1,1,3.82387,3.05513,1.80533,0.898502
121192,2,2624331,9,16,1,1,6.02368,4.66616,1.80533,0.898502
121192,2,2624331,9,32,1,1,7.1885,5.31571,1.80533,0.898502
121192,2,2624331,9,64,1,1,7.59314,5.62504,1.80533,0.898502
121192,2,2624331,9,128,1,1,7.83521,5.75025,1.80533,0.898502
121192,2,2624331,9,256,1,1,7.983,5.81139,1.80533,0.898502
121192,2,2624331,10,2,1,1,1.1215,1.03827,1.80831,0.898441
121192,2,2624331,10,4,1,1,2.50645,1.93985,1.80831,0.898441
121192,2,2624331,10,8,1,1,4.30241,3.28676,1.80831,0.898441
121192,2,2624331,10,16,1,1,6.68977,5.06648,1.80831,0.898441
121192,2,2624331,10,32,1,1,8.01128,5.83671,1.80831,0.898441
121192,2,2624331,10,64,1,1,8.46437,6.15743,1.80831,0.898441
121192,2,2624331,10,128,1,1,8.64025,6.23271,1.80831,0.898441
121192,2,2624331,10,256,1,1,8.31539,6.30875,1.80831,0.898441
121192,2,2624331,11,2,1,1,1.07015,1.06196,1.98771,0.889125
121192,2,2624331,11,4,1,1,2.56875,2.12621,1.98771,0.889125
121192,2,2624331,11,8,1,1,4.63504,3.60235,1.98771,0.889125
121192,2,2624331,11,16,1,1,7.37453,5.57269,1.98771,0.889125
121192,2,2624331,11,32,1,1,8.62351,6.29751,1.98771,0.889125
121192,2,2624331,11,64,1,1,9.11248,6.63129,1.98771,0.889125
121192,2,2624331,11,128,1,1,9.1805,6.8517,1.98771,0.889125
121192,2,2624331,11,256,1,1,9.30978,6.89765,1.98771,0.889125
121192,2,2624331,12,2,1,1,1.03894,0.987749,1.9843,0.890871
121192,2,2624331,12,4,1,1,2.38723,2.16812,1.9843,0.890871
121192,2,2624331,12,8,1,1,4.5627,3.92073,1.9843,0.890871
121192,2,2624331,12,16,1,1,7.54654,6.00781,1.9843,0.890871
121192,2,2624331,12,32,1,1,8.93536,6.78193,1.9843,0.890871
121192,2,2624331,12,64,1,1,9.84,7.14704,1.9843,0.890871
121192,2,2624331,12,128,1,1,9.90946,7.37811,1.9843,0.890871
121192,2,2624331,12,256,1,1,10.1106,7.31558,1.9843,0.890871
121192,2,2624331,13,2,1,1,1.16111,1.06047,1.80612,0.898325
121192,2,2624331,13,4,1,1,2.57446,2.28436,1.80612,0.898325
121192,2,2624331,13,8,1,1,5.03951,4.13012,1.80612,0.898325
121192,2,2624331,13,16,1,1,8.10153,6.42116,1.80612,0.898325
121192,2,2624331,13,32,1,1,9.84667,7.2269,1.80612,0.898325
121192,2,2624331,13,64,1,1,10.5398,7.61739,1.80612,0.898325
121192,2,2624331,13,128,1,1,10.6978,7.86066,1.80612,0.898325
121192,2,2624331,13,256,1,1,10.8979,7.88441,1.80612,0.898325
121192,2,2624331,14,2,1,1,0.973818,1.00204,1.80545,0.898268
121192,2,2624331,14,4,1,1,2.39304,2.24511,1.80545,0.898268
121192,2,2624331,14,8,1,1,4.87281,4.38703,1.80545,0.898268
121192,2,2624331,14,16,1,1,8.3665,6.81815,1.80545,0.898268
121192,2,2624331,14,32,1,1,10.1468,7.65576,1.80545,0.898268
121192,2,2624331,14,64,1,1,10.9488,7.96284,1.80545,0.898268
121192,2,2624331,14,128,1,1,10.9353,8.19512,1.80545,0.898268
121192,2,2624331,14,256,1,1,11.2673,8.21301,1.80545,0.898268
121192,2,2624331,15,2,1,1,1.04158,1.04728,1.98711,0.890083
121192,2,2624331,15,4,1,1,2.541,2.26568,1.98711,0.890083
121192,2,2624331,15,8,1,1,5.20318,4.44545,1.98711,0.890083
121192,2,2624331,15,16,1,1,8.96859,6.97742,1.98711,0.890083
121192,2,2624331,15,32,1,1,10.5612,7.7983,1.98711,0.890083
121192,2,2624331,15,64,1,1,11.2026,8.15346,1.98711,0.890083
121192,2,2624331,15,128,1,1,11.2834,8.31412,1.98711,0.890083
121192,2,2624331,15,256,1,1,11.4824,8.34711,1.98711,0.890083
121192,2,2624331,16,2,1,1,1.02758,1.05597,1.98821,0.890293
121192,2,2624331,16,4,1,1,2.53821,2.28316,1.98821,0.890293
121192,2,2624331,16,8,1,1,5.30387,4.78804,1.98821,0.890293
121192,2,2624331,16,16,1,1,9.4757,7.52792,1.98821,0.890293
121192,2,2624331,16,32,1,1,11.4061,8.44137,1.98821,0.890293
121192,2,2624331,16,64,1,1,12.2774,8.86311,1.98821,0.890293
121192,2,2624331,16,128,1,1,12.3576,9.05165,1.98821,0.890293
121192,2,2624331,16,256,1,1,12.4714,9.05655,1.98821,0.890293
121192,3,2624331,1,2,1,1,1.00942,0.902774,2.60338,1.15415
121192,3,2624331,1,4,1,1,1.09956,0.915392,2.60338,1.15415
121192,3,2624331,1,8,1,1,1.12882,0.925537,2.60338,1.15415
121192,3,2624331,1,16,1,1,1.14202,0.929438,2.60338,1.15415
121192,3,2624331,1,32,1,1,1.15312,0.930819,2.60338,1.15415
121192,3,2624331,1,64,1,1,1.15265,0.931999,2.60338,1.15415
121192,3,2624331,1,128,1,1,1.1581,0.930123,2.60338,1.15415
121192,3,2624331,1,256,1,1,1.15922,0.932338,2.60338,1.15415
121192,3,2624331,2,2,1,1,0.762038,0.692245,2.54182,1.15146
121192,3,2624331,2,4,1,1,0.918776,0.832234,2.54182,1.15146
121192,3,2624331,2,8,1,1,1.21186,1.11777,2.54182,1.15146
121192,3,2624331,2,16,1,1,1.88549,1.42068,2.54182,1.15146
121192,3,2624331,2,32,1,1,2.08634,1.73883,2.54182,1.15146
121192,3,2624331,2,64,1,1,2.30538,1.83514,2.54182,1.15146
121192,3,2624331,2,128,1,1,2.40764,1.91809,2.54182,1.15146
121192,3,2624331,2,256,1,1,2.50752,1.94405,2.54182,1.15146
121192,3,2624331,3,2,1,1,0.877435,0.77465,2.35551,1.16992
121192,3,2624331,3,4,1,1,1.31087,1.17969,2.35551,1.16992
121192,3,2624331,3,8,1,1,2.00935,1.77371,2.35551,1.16992
121192,3,2624331,3,16,1,1,2.80676,2.35593,2.35551,1.16992
121192,3,2624331,3,32,1,1,3.21696,2.58722,2.35551,1.16992
121192,3,2624331,3,64,1,1,3.42875,2.72905,2.35551,1.16992
121192,3,2624331,3,128,1,1,3.53353,2.80349,2.35551,1.16992
121192,3,2624331,3,256,1,1,3.58082,2.83187,2.35551,1.16992
121192,3,2624331,4,2,1,1,1.04977,0.955868,2.57764,1.12812
121192,3,2624331,4,4,1,1,1.62846,1.48964,2.57764,1.12812
121192,3,2624331,4,8,1,1,2.62513,2.41769,2.57764,1.12812
121192,3,2624331,4,16,1,1,3.70769,3.1488,2.57764,1.12812
121192,3,2624331,4,32,1,1,4.2724,3.4999,2.57764,1.12812
121192,3,2624331,4,64,1,1,4.58691,3.68912,2.57764,1.12812
121192,3,2624331,4,128,1,1,4.73232,3.78877,2.57764,1.12812
121192,3,2624331,4,256,1,1,4.55002,3.56785,2.57764,1.12812
121192,3,2624331,5,2,1,1,1.11616,1.10247,2.63643,1.16902
121192,3,2624331,5,4,1,1,1.93037,1.75149,2.63643,1.16902
121192,3,2624331,5,8,1,1,3.17673,2.90731,2.63643,1.16902
121192,3,2624331,5,16,1,1,4.56701,3.82353,2.63643,1.16902
121192,3,2624331,5,32,1,1,5.2458,4.20121,2.63643,1.16902
121192,3,2624331,5,64,1,1,5.56422,4.4396,2.63643,1.16902
121192,3,2624331,5,128,1,1,5.72339,4.56694,2.63643,1.16902
121192,3,2624331,5,256,1,1,5.70581,4.58964,2.63643,1.16902
121192,3,2624331,6,2,1,1,1.27314,1.23425,2.64265,1.16907
121192,3,2624331,6,4,1,1,2.30075,2.13347,2.64265,1.16907
121192,3,2624331,6,8,1,1,3.72537,3.45105,2.64265,1.16907
121192,3,2624331,6,16,1,1,5.25408,4.22254,2.64265,1.16907
121192,3,2624331,6,32,1,1,6.24951,5.00287,2.64265,1.16907
121192,3,2624331,6,64,1,1,6.61785,5.24705,2.64265,1.16907
121192,3,2624331,6,128,1,1,6.65718,5.37549,2.64265,1.16907
121192,3,2624331,6,256,1,1,6.87814,5.38682,2.64265,1.16907
121192,3,2624331,7,2,1,1,1.27629,1.33357,2.62808,1.1697
121192,3,2624331,7,4,1,1,2.54538,2.42745,2.62808,1.1697
121192,3,2624331,7,8,1,1,4.2115,3.96391,2.62808,1.1697
121192,3,2624331,7,16,1,1,6.21356,5.18411,2.62808,1.1697
121192,3,2624331,7,32,1,1,7.16467,5.71606,2.62808,1.1697
121192,3,2624331,7,64,1,1,7.59334,5.97916,2.62808,1.1697
121192,3,2624331,7,128,1,1,7.65191,6.13056,2.62808,1.1697
121192,3,2624331,7,256,1,1,7.77951,6.11664,2.62808,1.1697
121192,3,2624331,8,2,1,1,1.4475,1.48312,2.62513,1.16982
121192,3,2624331,8,4,1,1,2.85157,2.72195,2.62513,1.16982
121192,3,2624331,8,8,1,1,4.73964,4.512,2.62513,1.16982
121192,3,2624331,8,16,1,1,7.00942,5.86736,2.62513,1.16982
121192,3,2624331,8,32,1,1,8.08683,6.48798,2.62513,1.16982
121192,3,2624331,8,64,1,1,8.0302,6.79857,2.62513,1.16982
121192,3,2624331,8,128,1,1,8.75979,6.23157,2.62513,1.16982
121192,3,2624331,8,256,1,1,8.55419,6.90896,2.62513,1.16982
121192,3,2624331,9,2,1,1,1.38882,1.49616,2.69694,1.19386
121192,3,2624331,9,4,1,1,2.99769,2.95697,2.69694,1.19386
121192,3,2624331,9,8,1,1,5.13268,5.03045,2.69694,1.19386
121192,3,2624331,9,16,1,1,7.82496,6.42312,2.69694,1.19386
121192,3,2624331,9,32,1,1,9.07362,7.18098,2.69694,1.19386
121192,3,2624331,9,64,1,1,9.57742,7.50269,2.69694,1.19386
121192,3,2624331,9,128,1,1,9.66583,7.65873,2.69694,1.19386
121192,3,2624331,9,256,1,1,9.78916,7.75547,2.69694,1.19386
121192,3,2624331,10,2,1,1,1.58017,1.60667,2.70704,1.19564
121192,3,2624331,10,4,1,1,3.26537,3.09946,2.70704,1.19564
121192,3,2624331,10,8,1,1,5.7706,5.44573,2.70704,1.19564
121192,3,2624331,10,16,1,1,8.62248,7.08359,2.70704,1.19564
121192,3,2624331,10,32,1,1,9.95538,7.84148,2.70704,1.19564
121192,3,2624331,10,64,1,1,10.4989,8.24637,2.70704,1.19564
121192,3,2624331,10,128,1,1,10.6422,8.37805,2.70704,1.19564
121192,3,2624331,10,256,1,1,10.8273,8.43438,2.70704,1.19564
121192,3,2624331,11,2,1,1,1.53434,1.6937,2.70191,1.19593
121192,3,2624331,11,4,1,1,3.45181,3.44249,2.70191,1.19593
121192,3,2624331,11,8,1,1,6.26749,6.10936,2.70191,1.19593
121192,3,2624331,11,16,1,1,9.25402,7.73896,2.70191,1.19593
121192,3,2624331,11,32,1,1,10.83,8.50112,2.70191,1.19593
121192,3,2624331,11,64,1,1,11.3655,8.88105,2.70191,1.19593
121192,3,2624331,11,128,1,1,11.3986,9.08923,2.70191,1.19593
121192,3,2624331,11,256,1,1,11.5019,9.00136,2.70191,1.19593
121192,3,2624331,12,2,1,1,1.44022,1.60925,2.69302,1.19445
121192,3,2624331,12,4,1,1,3.42976,3.30612,2.69302,1.19445
121192,3,2624331,12,8,1,1,5.97464,6.61713,2.69302,1.19445
121192,3,2624331,12,16,1,1,9.66568,8.37082,2.69302,1.19445
121192,3,2624331,12,32,1,1,11.3973,9.12248,2.69302,1.19445
121192,3,2624331,12,64,1,1,12.0465,9.52498,2.69302,1.19445
121192,3,2624331,12,128,1,1,12.3054,9.69366,2.69302,1.19445
121192,3,2624331,12,256,1,1,12.4183,9.78755,2.69302,1.19445
121192,3,2624331,13,2,1,1,1.67646,1.72539,2.32953,1.12008
121192,3,2624331,13,4,1,1,3.66126,3.90342,2.32953,1.12008
121192,3,2624331,13,8,1,1,6.92143,7.0608,2.32953,1.12008
121192,3,2624331,13,16,1,1,10.5347,8.92612,2.32953,1.12008
121192,3,2624331,13,32,1,1,12.1313,9.71738,2.32953,1.12008
121192,3,2624331,13,64,1,1,12.6756,10.0594,2.32953,1.12008
121192,3,2624331,13,128,1,1,13.0167,10.2405,2.32953,1.12008
121192,3,2624331,13,256,1,1,13.2235,10.0145,2.32953,1.12008
121192,3,2624331,14,2,1,1,1.53815,1.64583,2.33525,1.12017
121192,3,2624331,14,4,1,1,3.55312,4.06939,2.33525,1.12017
121192,3,2624331,14,8,1,1,6.99009,7.57259,2.33525,1.12017
121192,3,2624331,14,16,1,1,10.823,9.43803,2.33525,1.12017
121192,3,2624331,14,32,1,1,12.749,10.2934,2.33525,1.12017
121192,3,2624331,14,64,1,1,13.6073,10.6476,2.33525,1.12017
121192,3,2624331,14,128,1,1,13.695,10.848,2.33525,1.12017
121192,3,2624331,14,256,1,1,13.807,10.9294,2.33525,1.12017
121192,3,2624331,15,2,1,1,1.60788,1.67873,2.30961,1.12001
121192,3,2624331,15,4,1,1,3.63525,4.08336,2.30961,1.12001
121192,3,2624331,15,8,1,1,7.30253,7.91686,2.30961,1.12001
121192,3,2624331,15,16,1,1,11.3543,9.85124,2.30961,1.12001
121192,3,2624331,15,32,1,1,13.4141,10.6722,2.30961,1.12001
121192,3,2624331,15,64,1,1,13.9574,11.1044,2.30961,1.12001
121192,3,2624331,15,128,1,1,14.0383,11.2969,2.30961,1.12001
121192,3,2624331,15,256,1,1,14.2581,11.4133,2.30961,1.12001
121192,3,2624331,16,2,1,1,1.59271,1.68746,2.38503,1.12048
