m,k,NZ,xBlockSize,yBlockSize,CRS,ELLPACK,CRS performance,ELLPACK performance,Serial CRS performance,Serial ELLPACK performance
16146,6,1015156,32,16,1,1,61.0285,62.1761,6.48101,2.72444
16146,6,1015156,64,1,1,1,53.2506,55.4333,6.48101,2.72444
16146,6,1015156,64,2,1,1,60.0632,60.7228,6.48101,2.72444
16146,6,1015156,64,4,1,1,59.3779,61.173,6.48101,2.72444
16146,6,1015156,64,8,1,1,59.3062,60.3465,6.48101,2.72444
16146,6,1015156,64,16,1,1,57.3042,58.1993,6.48101,2.72444
161070,1,16209202,8,1,0,0,23.1133,24.0878,1.32221,0.641305
161070,1,16209202,8,2,0,0,29.8902,35.4341,1.32221,0.641305
161070,1,16209202,8,4,0,0,38.0742,46.0666,1.32221,0.641305
161070,1,16209202,8,8,0,0,41.8141,46.52,1.32221,0.641305
161070,1,16209202,8,16,0,0,42.3985,47.2901,1.32221,0.641305
161070,1,16209202,16,1,1,1,23.1124,24.1065,1.32221,0.641305
161070,1,16209202,16,2,1,1,29.8021,35.3126,1.32221,0.641305
161070,1,16209202,16,4,1,1,37.528,44.044,1.32221,0.641305
161070,1,16209202,16,8,1,1,37.7713,44.1654,1.32221,0.641305
161070,1,16209202,16,16,1,1,37.4701,44.2321,1.32221,0.641305
161070,1,16209202,32,1,1,1,23.1236,24.0922,1.32221,0.641305
161070,1,16209202,32,2,1,1,28.9479,30.4628,1.32221,0.641305
161070,1,16209202,32,4,1,1,29.2159,30.4325,1.32221,0.641305
161070,1,16209202,32,8,1,1,28.9167,30.3194,1.32221,0.641305
161070,1,16209202,32,16,1,1,28.5161,30.0511,1.32221,0.641305
161070,1,16209202,64,1,1,1,23.1305,24.0166,1.32221,0.641305
161070,1,16209202,64,2,1,1,28.7446,30.1676,1.32221,0.641305
161070,1,16209202,64,4,1,1,28.4923,29.8683,1.32221,0.641305
161070,1,16209202,64,8,1,1,27.3575,29.1219,1.32221,0.641305
161070,1,16209202,64,16,1,1,25.6283,27.6888,1.32221,0.641305
161070,2,16209202,8,1,0,0,41.9958,43.67,2.64192,1.2686
161070,2,16209202,8,2,0,0,53.0953,61.5531,2.64192,1.2686
161070,2,16209202,8,4,0,0,66.4869,78.0206,2.64192,1.2686
161070,2,16209202,8,8,0,0,72.2066,78.7416,2.64192,1.2686
161070,2,16209202,8,16,0,0,72.5089,79.8706,2.64192,1.2686
161070,2,16209202,16,1,1,1,41.9856,43.6295,2.64192,1.2686
161070,2,16209202,16,2,1,1,53.077,61.3641,2.64192,1.2686
161070,2,16209202,16,4,1,1,65.3426,75.2949,2.64192,1.2686
161070,2,16209202,16,8,1,1,65.9827,75.5716,2.64192,1.2686
161070,2,16209202,16,16,1,1,66.0047,75.4843,2.64192,1.2686
161070,2,16209202,32,1,1,1,41.922,43.5284,2.64192,1.2686
161070,2,16209202,32,2,1,1,52.4387,55.4644,2.64192,1.2686
161070,2,16209202,32,4,1,1,53.1244,55.2554,2.64192,1.2686
161070,2,16209202,32,8,1,1,52.5345,55.1034,2.64192,1.2686
161070,2,16209202,32,16,1,1,51.9128,54.7135,2.64192,1.2686
161070,2,16209202,64,1,1,1,41.9864,43.5764,2.64192,1.2686
161070,2,16209202,64,2,1,1,51.9953,54.9836,2.64192,1.2686
161070,2,16209202,64,4,1,1,51.7612,54.4122,2.64192,1.2686
161070,2,16209202,64,8,1,1,49.9418,53.2978,2.64192,1.2686
161070,2,16209202,64,16,1,1,46.7547,50.4676,2.64192,1.2686
161070,3,16209202,8,1,0,0,58.0539,60.0342,3.79321,1.62125
161070,3,16209202,8,2,0,0,72.2184,82.7789,3.79321,1.62125
161070,3,16209202,8,4,0,0,88.9018,103.145,3.79321,1.62125
161070,3,16209202,8,8,0,0,95.145,104.387,3.79321,1.62125
161070,3,16209202,8,16,0,0,95.7343,104.705,3.79321,1.62125
161070,3,16209202,16,1,1,1,57.784,60.6745,3.79321,1.62125
161070,3,16209202,16,2,1,1,72.2978,82.8416,3.79321,1.62125
161070,3,16209202,16,4,1,1,87.9936,98.6552,3.79321,1.62125
161070,3,16209202,16,8,1,1,89.1512,100.241,3.79321,1.62125
161070,3,16209202,16,16,1,1,88.937,100.413,3.79321,1.62125
161070,3,16209202,32,1,1,1,58.1751,60.4647,3.79321,1.62125
161070,3,16209202,32,2,1,1,71.8802,76.3804,3.79321,1.62125
161070,3,16209202,32,4,1,1,73.0018,76.2467,3.79321,1.62125
161070,3,16209202,32,8,1,1,72.3995,75.8019,3.79321,1.62125
161070,3,16209202,32,16,1,1,71.7438,75.1563,3.79321,1.62125
161070,3,16209202,64,1,1,1,58.0703,60.6919,3.79321,1.62125
161070,3,16209202,64,2,1,1,71.2113,75.1128,3.79321,1.62125
161070,3,16209202,64,4,1,1,71.1645,74.7222,3.79321,1.62125
161070,3,16209202,64,8,1,1,68.889,73.2045,3.79321,1.62125
161070,3,16209202,64,16,1,1,65.256,69.557,3.79321,1.62125
161070,6,16209202,8,1,0,0,95.5731,98.2522,6.5779,2.75525
161070,6,16209202,8,2,0,0,114.447,126.61,6.5779,2.75525
161070,6,16209202,8,4,0,0,135.456,148.747,6.5779,2.75525
161070,6,16209202,8,8,0,0,140.957,148.241,6.5779,2.75525
161070,6,16209202,8,16,0,0,141.091,148.456,6.5779,2.75525
161070,6,16209202,16,1,1,1,95.5278,99.1524,6.5779,2.75525
161070,6,16209202,16,2,1,1,114.498,126.078,6.5779,2.75525
161070,6,16209202,16,4,1,1,134.576,145.576,6.5779,2.75525
161070,6,16209202,16,8,1,1,135.402,146.651,6.5779,2.75525
161070,6,16209202,16,16,1,1,135.828,145.79,6.5779,2.75525
161070,6,16209202,32,1,1,1,95.0836,98.8461,6.5779,2.75525
161070,6,16209202,32,2,1,1,114.273,119.805,6.5779,2.75525
161070,6,16209202,32,4,1,1,116.357,119.752,6.5779,2.75525
161070,6,16209202,32,8,1,1,115.731,119.716,6.5779,2.75525
161070,6,16209202,32,16,1,1,114.888,118.635,6.5779,2.75525
161070,6,16209202,64,1,1,1,95.6008,98.8149,6.5779,2.75525
161070,6,16209202,64,2,1,1,113.825,118.167,6.5779,2.75525
161070,6,16209202,64,4,1,1,113.82,118.034,6.5779,2.75525
161070,6,16209202,64,8,1,1,110.225,115.922,6.5779,2.75525
161070,6,16209202,64,16,1,1,106.327,110.953,6.5779,2.75525
3242,1,294276,8,1,1,1,14.4844,14.4962,1.34397,0.645082
3242,1,294276,8,2,1,1,18.2011,17.7103,1.34397,0.645082
3242,1,294276,8,4,1,1,19.1916,19.6904,1.34397,0.645082
3242,1,294276,8,8,1,1,19.4021,20.2648,1.34397,0.645082
3242,1,294276,8,16,1,1,19.6153,20.3507,1.34397,0.645082
3242,1,294276,16,1,1,1,14.725,14.7961,1.34397,0.645082
3242,1,294276,16,2,1,1,18.0104,17.2211,1.34397,0.645082
3242,1,294276,16,4,1,1,18.2255,17.8489,1.34397,0.645082
3242,1,294276,16,8,1,1,18.3978,17.6648,1.34397,0.645082
3242,1,294276,16,16,1,1,17.421,17.8638,1.34397,0.645082
3242,1,294276,32,1,1,1,14.6809,14.4406,1.34397,0.645082
3242,1,294276,32,2,1,1,14.6412,15.364,1.34397,0.645082
3242,1,294276,32,4,1,1,14.8092,15.3162,1.34397,0.645082
3242,1,294276,32,8,1,1,15.0221,14.8625,1.34397,0.645082
3242,1,294276,32,16,1,1,14.2162,15.0043,1.34397,0.645082
3242,1,294276,64,1,1,1,14.9227,14.5031,1.34397,0.645082
3242,1,294276,64,2,1,1,12.5983,14.0317,1.34397,0.645082
3242,1,294276,64,4,1,1,13.1854,13.9929,1.34397,0.645082
3242,1,294276,64,8,1,1,13.6239,13.4367,1.34397,0.645082
3242,1,294276,64,16,1,1,13.2926,12.6932,1.34397,0.645082
3242,2,294276,8,1,1,1,26.8187,26.3825,2.69362,1.27941
3242,2,294276,8,2,1,1,32.0898,32.1344,2.69362,1.27941
3242,2,294276,8,4,1,1,34.3283,35.4791,2.69362,1.27941
3242,2,294276,8,8,1,1,34.8107,35.4291,2.69362,1.27941
3242,2,294276,8,16,1,1,34.8239,33.29,2.69362,1.27941
3242,2,294276,16,1,1,1,26.8197,26.7727,2.69362,1.27941
3242,2,294276,16,2,1,1,32.3196,31.9878,2.69362,1.27941
3242,2,294276,16,4,1,1,32.4193,31.8065,2.69362,1.27941
3242,2,294276,16,8,1,1,33.0677,30.9115,2.69362,1.27941
3242,2,294276,16,16,1,1,31.0221,31.2412,2.69362,1.27941
3242,2,294276,32,1,1,1,26.669,26.9518,2.69362,1.27941
3242,2,294276,32,2,1,1,26.6496,27.6632,2.69362,1.27941
3242,2,294276,32,4,1,1,26.9612,27.3962,2.69362,1.27941
3242,2,294276,32,8,1,1,27.2065,26.757,2.69362,1.27941
3242,2,294276,32,16,1,1,25.8791,27.0929,2.69362,1.27941
3242,2,294276,64,1,1,1,26.906,26.8121,2.69362,1.27941
3242,2,294276,64,2,1,1,23.5534,25.5687,2.69362,1.27941
3242,2,294276,64,4,1,1,23.9521,25.156,2.69362,1.27941
3242,2,294276,64,8,1,1,24.7949,24.5523,2.69362,1.27941
3242,2,294276,64,16,1,1,24.6859,23.9203,2.69362,1.27941
3242,3,294276,8,1,1,1,30.9495,36.7852,3.84843,1.658
3242,3,294276,8,2,1,1,43.7182,43.7023,3.84843,1.658
3242,3,294276,8,4,1,1,45.4691,47.1892,3.84843,1.658
3242,3,294276,8,8,1,1,46.2039,47.4079,3.84843,1.658
3242,3,294276,8,16,1,1,45.7329,47.3014,3.84843,1.658
3242,3,294276,16,1,1,1,36.1815,36.8707,3.84843,1.658
3242,3,294276,16,2,1,1,43.1844,43.5267,3.84843,1.658
3242,3,294276,16,4,1,1,43.8799,42.7496,3.84843,1.658
3242,3,294276,16,8,1,1,44.4025,42.6346,3.84843,1.658
3242,3,294276,16,16,1,1,41.1552,43.1253,3.84843,1.658
3242,3,294276,32,1,1,1,35.7235,36.9604,3.84843,1.658
3242,3,294276,32,2,1,1,37.3371,38.0265,3.84843,1.658
3242,3,294276,32,4,1,1,37.3978,37.9948,3.84843,1.658
3242,3,294276,32,8,1,1,36.727,36.7296,3.84843,1.658
3242,3,294276,32,16,1,1,35.8523,37.2143,3.84843,1.658
3242,3,294276,64,1,1,1,36.4672,36.7839,3.84843,1.658
3242,3,294276,64,2,1,1,32.4636,34.9979,3.84843,1.658
3242,3,294276,64,4,1,1,32.7293,35.1746,3.84843,1.658
3242,3,294276,64,8,1,1,34.4403,33.8063,3.84843,1.658
3242,3,294276,64,16,1,1,34.0629,33.1709,3.84843,1.658
3242,6,294276,8,1,1,1,58.5569,57.4385,6.55603,2.76778
3242,6,294276,8,2,1,1,67.445,65.2713,6.55603,2.76778
3242,6,294276,8,4,1,1,66.6285,69.1968,6.55603,2.76778
3242,6,294276,8,8,1,1,70.6624,68.3774,6.55603,2.76778
3242,6,294276,8,16,1,1,70.0435,69.7615,6.55603,2.76778
3242,6,294276,16,1,1,1,58.5135,57.7066,6.55603,2.76778
3242,6,294276,16,2,1,1,66.9052,62.9832,6.55603,2.76778
3242,6,294276,16,4,1,1,68.2416,65.0617,6.55603,2.76778
3242,6,294276,16,8,1,1,68.0124,64.4371,6.55603,2.76778
3242,6,294276,16,16,1,1,66.2764,64.3424,6.55603,2.76778
3242,6,294276,32,1,1,1,57.6183,57.7706,6.55603,2.76778
3242,6,294276,32,2,1,1,59.7636,58.9756,6.55603,2.76778
3242,6,294276,32,4,1,1,57.4937,57.5442,6.55603,2.76778
3242,6,294276,32,8,1,1,59.6538,57.6064,6.55603,2.76778
3242,6,294276,32,16,1,1,57.6093,57.6079,6.55603,2.76778
3242,6,294276,64,1,1,1,58.3217,57.6595,6.55603,2.76778
3242,6,294276,64,2,1,1,53.3844,55.362,6.55603,2.76778
3242,6,294276,64,4,1,1,54.1612,54.9989,6.55603,2.76778
3242,6,294276,64,8,1,1,54.6697,53.8128,6.55603,2.76778
3242,6,294276,64,16,1,1,55.4512,51.3227,6.55603,2.76778
3198,1,56934,8,1,1,1,3.87201,3.79375,1.33342,0.640669
3198,1,56934,8,2,1,1,4.13212,4.50079,1.33342,0.640669
3198,1,56934,8,4,1,1,4.42832,4.79756,1.33342,0.640669
3198,1,56934,8,8,1,1,4.49403,4.90951,1.33342,0.640669
3198,1,56934,8,16,1,1,4.29263,4.8132,1.33342,0.640669
3198,1,56934,16,1,1,1,3.91288,4.10818,1.33342,0.640669
3198,1,56934,16,2,1,1,4.16525,4.52537,1.33342,0.640669
3198,1,56934,16,4,1,1,4.36075,4.62548,1.33342,0.640669
3198,1,56934,16,8,1,1,4.28746,4.7556,1.33342,0.640669
3198,1,56934,16,16,1,1,4.43052,4.78103,1.33342,0.640669
3198,1,56934,32,1,1,1,3.90087,4.10248,1.33342,0.640669
3198,1,56934,32,2,1,1,4.2009,4.41025,1.33342,0.640669
3198,1,56934,32,4,1,1,4.31842,4.41168,1.33342,0.640669
3198,1,56934,32,8,1,1,4.19843,4.58553,1.33342,0.640669
3198,1,56934,32,16,1,1,4.03238,4.27782,1.33342,0.640669
3198,1,56934,64,1,1,1,3.9013,4.06907,1.33342,0.640669
3198,1,56934,64,2,1,1,4.16063,4.41196,1.33342,0.640669
3198,1,56934,64,4,1,1,4.16989,4.45068,1.33342,0.640669
3198,1,56934,64,8,1,1,4.05975,4.27003,1.33342,0.640669
3198,1,56934,64,16,1,1,3.84253,4.21887,1.33342,0.640669
3198,2,56934,8,1,1,1,6.80248,7.19546,2.74154,1.2469
3198,2,56934,8,2,1,1,7.2869,7.72815,2.74154,1.2469
3198,2,56934,8,4,1,1,7.51465,8.20495,2.74154,1.2469
3198,2,56934,8,8,1,1,7.76302,8.33374,2.74154,1.2469
3198,2,56934,8,16,1,1,7.64338,8.4033,2.74154,1.2469
3198,2,56934,16,1,1,1,6.68145,7.09257,2.74154,1.2469
3198,2,56934,16,2,1,1,7.16223,7.83101,2.74154,1.2469
3198,2,56934,16,4,1,1,7.59809,8.109,2.74154,1.2469
3198,2,56934,16,8,1,1,7.68672,8.26734,2.74154,1.2469
3198,2,56934,16,16,1,1,7.55534,8.20049,2.74154,1.2469
3198,2,56934,32,1,1,1,6.80215,7.16134,2.74154,1.2469
3198,2,56934,32,2,1,1,7.19227,7.54915,2.74154,1.2469
3198,2,56934,32,4,1,1,7.39441,7.86045,2.74154,1.2469
3198,2,56934,32,8,1,1,7.31649,7.76924,2.74154,1.2469
3198,2,56934,32,16,1,1,7.20611,7.60406,2.74154,1.2469
3198,2,56934,64,1,1,1,6.7419,7.17987,2.74154,1.2469
3198,2,56934,64,2,1,1,7.15755,7.6615,2.74154,1.2469
3198,2,56934,64,4,1,1,7.16475,7.67578,2.74154,1.2469
3198,2,56934,64,8,1,1,6.93877,7.47237,2.74154,1.2469
3198,2,56934,64,16,1,1,6.96219,7.22414,2.74154,1.2469
3198,3,56934,8,1,1,1,8.74473,9.42807,3.88391,1.64179
3198,3,56934,8,2,1,1,9.66424,9.81477,3.88391,1.64179
3198,3,56934,8,4,1,1,9.89904,10.6734,3.88391,1.64179
3198,3,56934,8,8,1,1,10.1561,10.9139,3.88391,1.64179
3198,3,56934,8,16,1,1,10.2023,10.8345,3.88391,1.64179
3198,3,56934,16,1,1,1,9.08174,9.415,3.88391,1.64179
3198,3,56934,16,2,1,1,9.6954,10.1946,3.88391,1.64179
3198,3,56934,16,4,1,1,9.9586,10.3331,3.88391,1.64179
3198,3,56934,16,8,1,1,10.0161,10.6139,3.88391,1.64179
3198,3,56934,16,16,1,1,10.1828,10.7596,3.88391,1.64179
3198,3,56934,32,1,1,1,9.03906,9.52364,3.88391,1.64179
3198,3,56934,32,2,1,1,9.50548,9.91212,3.88391,1.64179
3198,3,56934,32,4,1,1,9.83928,10.3018,3.88391,1.64179
3198,3,56934,32,8,1,1,9.55824,10.1313,3.88391,1.64179
3198,3,56934,32,16,1,1,9.67037,10.1814,3.88391,1.64179
3198,3,56934,64,1,1,1,9.03753,9.5513,3.88391,1.64179
3198,3,56934,64,2,1,1,9.6129,10.0031,3.88391,1.64179
3198,3,56934,64,4,1,1,9.61766,9.35238,3.88391,1.64179
3198,3,56934,64,8,1,1,9.46712,9.90875,3.88391,1.64179
3198,3,56934,64,16,1,1,9.00209,9.38942,3.88391,1.64179
3198,6,56934,8,1,1,1,13.658,14.2027,5.76299,2.4653
3198,6,56934,8,2,1,1,14.1005,14.8115,5.76299,2.4653
3198,6,56934,8,4,1,1,14.6818,15.5066,5.76299,2.4653
3198,6,56934,8,8,1,1,14.9821,15.7103,5.76299,2.4653
3198,6,56934,8,16,1,1,15.0779,15.7503,5.76299,2.4653
3198,6,56934,16,1,1,1,13.8602,14.2404,5.76299,2.4653
3198,6,56934,16,2,1,1,14.401,14.4786,5.76299,2.4653
3198,6,56934,16,4,1,1,14.582,15.3374,5.76299,2.4653
3198,6,56934,16,8,1,1,14.5195,15.3663,5.76299,2.4653
3198,6,56934,16,16,1,1,15.0338,15.5066,5.76299,2.4653
3198,6,56934,32,1,1,1,13.7877,14.2818,5.76299,2.4653
3198,6,56934,32,2,1,1,14.3894,14.839,5.76299,2.4653
3198,6,56934,32,4,1,1,14.5171,15.0365,5.76299,2.4653
3198,6,56934,32,8,1,1,14.6616,15.081,5.76299,2.4653
3198,6,56934,32,16,1,1,14.4429,14.6129,5.76299,2.4653
3198,6,56934,64,1,1,1,13.6799,13.3845,5.76299,2.4653
3198,6,56934,64,2,1,1,14.3233,14.6266,5.76299,2.4653
3198,6,56934,64,4,1,1,14.2401,14.8013,5.76299,2.4653
3198,6,56934,64,8,1,1,14.2302,14.6766,5.76299,2.4653
3198,6,56934,64,16,1,1,14.08,14.2548,5.76299,2.4653
82654,1,574458,8,1,1,1,4.52321,4.035,1.13528,0.587876
82654,1,574458,8,2,1,1,5.97896,5.45729,1.13528,0.587876
82654,1,574458,8,4,1,1,6.98344,6.66099,1.13528,0.587876
82654,1,574458,8,8,1,1,7.49163,7.38184,1.13528,0.587876
82654,1,574458,8,16,1,1,7.68584,7.50672,1.13528,0.587876
82654,1,574458,16,1,1,1,4.53277,4.03878,1.13528,0.587876
82654,1,574458,16,2,1,1,5.98943,5.46441,1.13528,0.587876
82654,1,574458,16,4,1,1,6.85759,6.64827,1.13528,0.587876
82654,1,574458,16,8,1,1,7.08312,6.90533,1.13528,0.587876
82654,1,574458,16,16,1,1,7.08312,6.9913,1.13528,0.587876
82654,1,574458,32,1,1,1,4.51167,4.04374,1.13528,0.587876
82654,1,574458,32,2,1,1,6.03605,5.43362,1.13528,0.587876
82654,1,574458,32,4,1,1,6.34502,6.14772,1.13528,0.587876
82654,1,574458,32,8,1,1,6.35704,6.09591,1.13528,0.587876
82654,1,574458,32,16,1,1,6.35249,6.05045,1.13528,0.587876
82654,1,574458,64,1,1,1,4.5381,4.04405,1.13528,0.587876
82654,1,574458,64,2,1,1,5.93218,5.44249,1.13528,0.587876
82654,1,574458,64,4,1,1,6.07686,5.83144,1.13528,0.587876
82654,1,574458,64,8,1,1,5.95881,5.68449,1.13528,0.587876
82654,1,574458,64,16,1,1,5.65545,5.24889,1.13528,0.587876
82654,2,574458,8,1,1,1,7.07942,6.13512,2.35284,1.10841
82654,2,574458,8,2,1,1,8.62311,7.67613,2.35284,1.10841
82654,2,574458,8,4,1,1,9.57341,8.72332,2.35284,1.10841
82654,2,574458,8,8,1,1,10.1962,9.37772,2.35284,1.10841
82654,2,574458,8,16,1,1,10.2583,9.43984,2.35284,1.10841
82654,2,574458,16,1,1,1,7.034,6.06893,2.35284,1.10841
82654,2,574458,16,2,1,1,8.61892,7.7166,2.35284,1.10841
82654,2,574458,16,4,1,1,9.47313,8.62111,2.35284,1.10841
82654,2,574458,16,8,1,1,9.09695,8.88747,2.35284,1.10841
82654,2,574458,16,16,1,1,9.5323,8.71412,2.35284,1.10841
82654,2,574458,32,1,1,1,7.08609,5.98021,2.35284,1.10841
82654,2,574458,32,2,1,1,8.54482,7.7071,2.35284,1.10841
82654,2,574458,32,4,1,1,8.7914,8.19021,2.35284,1.10841
82654,2,574458,32,8,1,1,8.81698,8.16685,2.35284,1.10841
82654,2,574458,32,16,1,1,8.88555,8.00239,2.35284,1.10841
82654,2,574458,64,1,1,1,6.96819,6.12092,2.35284,1.10841
82654,2,574458,64,2,1,1,8.57671,7.6787,2.35284,1.10841
82654,2,574458,64,4,1,1,8.63956,7.92814,2.35284,1.10841
82654,2,574458,64,8,1,1,8.46609,7.79549,2.35284,1.10841
82654,2,574458,64,16,1,1,8.24802,7.30245,2.35284,1.10841
82654,3,574458,8,1,1,1,8.8724,8.02698,3.06761,1.38788
82654,3,574458,8,2,1,1,10.2721,9.73403,3.06761,1.38788
82654,3,574458,8,4,1,1,11.2591,10.6464,3.06761,1.38788
82654,3,574458,8,8,1,1,11.8206,11.2752,3.06761,1.38788
82654,3,574458,8,16,1,1,11.8496,11.3034,3.06761,1.38788
82654,3,574458,16,1,1,1,8.84747,7.97206,3.06761,1.38788
82654,3,574458,16,2,1,1,10.2316,9.78205,3.06761,1.38788
82654,3,574458,16,4,1,1,11.2858,10.6529,3.06761,1.38788
82654,3,574458,16,8,1,1,11.3159,11.0128,3.06761,1.38788
82654,3,574458,16,16,1,1,11.3432,11.0205,3.06761,1.38788
82654,3,574458,32,1,1,1,8.69681,8.08786,3.06761,1.38788
82654,3,574458,32,2,1,1,10.3704,9.77706,3.06761,1.38788
82654,3,574458,32,4,1,1,10.5002,10.1884,3.06761,1.38788
82654,3,574458,32,8,1,1,10.5672,10.0223,3.06761,1.38788
82654,3,574458,32,16,1,1,10.6054,10.1471,3.06761,1.38788
82654,3,574458,64,1,1,1,8.8507,8.09121,3.06761,1.38788
82654,3,574458,64,2,1,1,10.3057,9.69662,3.06761,1.38788
82654,3,574458,64,4,1,1,10.2688,9.88469,3.06761,1.38788
82654,3,574458,64,8,1,1,10.2668,9.64277,3.06761,1.38788
82654,3,574458,64,16,1,1,9.96474,9.40038,3.06761,1.38788
82654,6,574458,8,1,1,1,12.793,10.8851,4.59978,2.22843
82654,6,574458,8,2,1,1,14.1577,12.2334,4.59978,2.22843
82654,6,574458,8,4,1,1,15.1016,12.8451,4.59978,2.22843
82654,6,574458,8,8,1,1,15.4884,13.3143,4.59978,2.22843
82654,6,574458,8,16,1,1,15.5753,13.318,4.59978,2.22843
82654,6,574458,16,1,1,1,12.8495,10.8611,4.59978,2.22843
82654,6,574458,16,2,1,1,14.1858,12.268,4.59978,2.22843
82654,6,574458,16,4,1,1,14.7475,12.396,4.59978,2.22843
82654,6,574458,16,8,1,1,14.1705,12.5633,4.59978,2.22843
82654,6,574458,16,16,1,1,15.2049,12.9401,4.59978,2.22843
82654,6,574458,32,1,1,1,12.8151,10.8232,4.59978,2.22843
82654,6,574458,32,2,1,1,14.2955,12.0739,4.59978,2.22843
82654,6,574458,32,4,1,1,14.5257,12.2508,4.59978,2.22843
82654,6,574458,32,8,1,1,14.5542,12.2681,4.59978,2.22843
82654,6,574458,32,16,1,1,14.5581,12.2729,4.59978,2.22843
82654,6,574458,64,1,1,1,12.8712,10.8812,4.59978,2.22843
82654,6,574458,64,2,1,1,14.1621,12.0831,4.59978,2.22843
82654,6,574458,64,4,1,1,14.268,12.0697,4.59978,2.22843
82654,6,574458,64,8,1,1,14.1964,11.9948,4.59978,2.22843
82654,6,574458,64,16,1,1,13.6044,11.7897,4.59978,2.22843
1228045,1,8580313,8,1,1,1,5.67252,4.91209,0.877628,0.409855
1228045,1,8580313,8,2,1,1,8.48001,7.84102,0.877628,0.409855
1228045,1,8580313,8,4,1,1,10.9987,10.9044,0.877628,0.409855
1228045,1,8580313,8,8,1,1,12.8977,12.8082,0.877628,0.409855
1228045,1,8580313,8,16,1,1,13.0564,12.6583,0.877628,0.409855
1228045,1,8580313,16,1,1,1,6.12215,5.3083,0.877628,0.409855
1228045,1,8580313,16,2,1,1,8.75275,8.12181,0.877628,0.409855
1228045,1,8580313,16,4,1,1,10.7854,10.9431,0.877628,0.409855
1228045,1,8580313,16,8,1,1,11.237,11.2701,0.877628,0.409855
1228045,1,8580313,16,16,1,1,11.2058,11.2353,0.877628,0.409855
1228045,1,8580313,32,1,1,1,6.12681,5.31024,0.877628,0.409855
1228045,1,8580313,32,2,1,1,9.08537,8.10567,0.877628,0.409855
1228045,1,8580313,32,4,1,1,9.42487,9.11585,0.877628,0.409855
1228045,1,8580313,32,8,1,1,9.42981,8.9736,0.877628,0.409855
1228045,1,8580313,32,16,1,1,9.42311,8.9248,0.877628,0.409855
1228045,1,8580313,64,1,1,1,6.06319,5.26312,0.877628,0.409855
1228045,1,8580313,64,2,1,1,8.77399,7.87584,0.877628,0.409855
1228045,1,8580313,64,4,1,1,8.86074,8.56932,0.877628,0.409855
1228045,1,8580313,64,8,1,1,8.56553,8.18137,0.877628,0.409855
1228045,1,8580313,64,16,1,1,8.1916,7.49266,0.877628,0.409855
1228045,2,8580313,8,1,1,1,9.64107,8.33783,1.54126,0.676943
1228045,2,8580313,8,2,1,1,12.3508,11.4175,1.54126,0.676943
1228045,2,8580313,8,4,1,1,14.6081,13.8225,1.54126,0.676943
1228045,2,8580313,8,8,1,1,16.2018,14.95,1.54126,0.676943
1228045,2,8580313,8,16,1,1,16.1154,14.8923,1.54126,0.676943
1228045,2,8580313,16,1,1,1,9.62052,8.31263,1.54126,0.676943
1228045,2,8580313,16,2,1,1,12.3636,11.4339,1.54126,0.676943
1228045,2,8580313,16,4,1,1,14.5856,13.6535,1.54126,0.676943
1228045,2,8580313,16,8,1,1,14.7096,13.6345,1.54126,0.676943
1228045,2,8580313,16,16,1,1,14.7062,13.6655,1.54126,0.676943
1228045,2,8580313,32,1,1,1,9.63539,8.30398,1.54126,0.676943
1228045,2,8580313,32,2,1,1,12.6873,11.392,1.54126,0.676943
1228045,2,8580313,32,4,1,1,12.8627,11.886,1.54126,0.676943
1228045,2,8580313,32,8,1,1,12.9736,11.962,1.54126,0.676943
1228045,2,8580313,32,16,1,1,12.9608,11.8371,1.54126,0.676943
1228045,2,8580313,64,1,1,1,9.63607,8.34145,1.54126,0.676943
1228045,2,8580313,64,2,1,1,12.3617,11.1883,1.54126,0.676943
1228045,2,8580313,64,4,1,1,12.3705,11.3332,1.54126,0.676943
1228045,2,8580313,64,8,1,1,12.2053,11.2167,1.54126,0.676943
1228045,2,8580313,64,16,1,1,11.7335,10.544,1.54126,0.676943
1228045,3,8580313,8,1,1,1,11.7961,10.2614,1.91316,0.82739
1228045,3,8580313,8,2,1,1,14.2989,13.1508,1.91316,0.82739
1228045,3,8580313,8,4,1,1,16.2436,15.0505,1.91316,0.82739
1228045,3,8580313,8,8,1,1,17.3173,15.8731,1.91316,0.82739
1228045,3,8580313,8,16,1,1,17.6087,15.8728,1.91316,0.82739
1228045,3,8580313,16,1,1,1,11.7974,10.2684,1.91316,0.82739
1228045,3,8580313,16,2,1,1,14.3066,13.069,1.91316,0.82739
1228045,3,8580313,16,4,1,1,16.2125,14.8714,1.91316,0.82739
1228045,3,8580313,16,8,1,1,16.3415,14.7817,1.91316,0.82739
1228045,3,8580313,16,16,1,1,16.3298,14.8797,1.91316,0.82739
1228045,3,8580313,32,1,1,1,11.7774,10.2664,1.91316,0.82739
1228045,3,8580313,32,2,1,1,14.5201,13.0674,1.91316,0.82739
1228045,3,8580313,32,4,1,1,14.7289,13.3853,1.91316,0.82739
1228045,3,8580313,32,8,1,1,14.7,13.3613,1.91316,0.82739
1228045,3,8580313,32,16,1,1,14.776,13.311,1.91316,0.82739
1228045,3,8580313,64,1,1,1,11.7872,10.247,1.91316,0.82739
1228045,3,8580313,64,2,1,1,14.2223,12.8513,1.91316,0.82739
1228045,3,8580313,64,4,1,1,14.2762,12.8993,1.91316,0.82739
