m,k,NZ,xBlockSize,yBlockSize,CRS,ELLPACK,CRS performance,ELLPACK performance,Serial CRS performance,Serial ELLPACK performance
1228045,3,8580313,64,8,1,1,14.0699,12.7548,1.91316,0.82739
1228045,3,8580313,64,16,1,1,13.6678,12.2286,1.91316,0.82739
1228045,6,8580313,8,1,1,1,15.1564,13.3471,3.20676,1.43775
1228045,6,8580313,8,2,1,1,16.8992,15.4045,3.20676,1.43775
1228045,6,8580313,8,4,1,1,18.3732,16.5449,3.20676,1.43775
1228045,6,8580313,8,8,1,1,19.1776,17.0378,3.20676,1.43775
1228045,6,8580313,8,16,1,1,19.2541,17.0523,3.20676,1.43775
1228045,6,8580313,16,1,1,1,15.1539,13.3689,3.20676,1.43775
1228045,6,8580313,16,2,1,1,17.0371,15.3903,3.20676,1.43775
1228045,6,8580313,16,4,1,1,18.3174,16.3912,3.20676,1.43775
1228045,6,8580313,16,8,1,1,18.4252,16.4099,3.20676,1.43775
1228045,6,8580313,16,16,1,1,18.422,16.4078,3.20676,1.43775
1228045,6,8580313,32,1,1,1,15.1545,13.3637,3.20676,1.43775
1228045,6,8580313,32,2,1,1,17.1927,15.2295,3.20676,1.43775
1228045,6,8580313,32,4,1,1,17.3302,15.2638,3.20676,1.43775
1228045,6,8580313,32,8,1,1,16.8439,15.2997,3.20676,1.43775
1228045,6,8580313,32,16,1,1,17.3077,15.2695,3.20676,1.43775
1228045,6,8580313,64,1,1,1,15.1692,13.3584,3.20676,1.43775
1228045,6,8580313,64,2,1,1,16.9794,15.0891,3.20676,1.43775
1228045,6,8580313,64,4,1,1,16.9648,15.0712,3.20676,1.43775
1228045,6,8580313,64,8,1,1,16.8684,14.9478,3.20676,1.43775
1228045,6,8580313,64,16,1,1,16.5418,14.5887,3.20676,1.43775
102158,1,711558,8,1,1,1,4.74109,4.00959,1.05116,0.456291
102158,1,711558,8,2,1,1,6.32946,5.41225,1.05116,0.456291
102158,1,711558,8,4,1,1,7.49475,6.5706,1.05116,0.456291
102158,1,711558,8,8,1,1,8.20206,7.27076,1.05116,0.456291
102158,1,711558,8,16,1,1,8.19231,7.39047,1.05116,0.456291
102158,1,711558,16,1,1,1,4.74762,4.01459,1.05116,0.456291
102158,1,711558,16,2,1,1,6.32186,5.3784,1.05116,0.456291
102158,1,711558,16,4,1,1,7.42983,6.53474,1.05116,0.456291
102158,1,711558,16,8,1,1,7.53922,6.8402,1.05116,0.456291
102158,1,711558,16,16,1,1,7.40848,6.85422,1.05116,0.456291
102158,1,711558,32,1,1,1,4.74332,4.01615,1.05116,0.456291
102158,1,711558,32,2,1,1,6.35956,5.40686,1.05116,0.456291
102158,1,711558,32,4,1,1,6.61476,5.93592,1.05116,0.456291
102158,1,711558,32,8,1,1,6.62092,5.93073,1.05116,0.456291
102158,1,711558,32,16,1,1,6.62398,5.81011,1.05116,0.456291
102158,1,711558,64,1,1,1,4.74846,4.01356,1.05116,0.456291
102158,1,711558,64,2,1,1,6.1499,5.40084,1.05116,0.456291
102158,1,711558,64,4,1,1,6.34278,5.68079,1.05116,0.456291
102158,1,711558,64,8,1,1,6.19699,5.46128,1.05116,0.456291
102158,1,711558,64,16,1,1,5.84767,5.12526,1.05116,0.456291
102158,2,711558,8,1,1,1,7.27707,6.55907,1.97034,0.834545
102158,2,711558,8,2,1,1,8.86314,8.31396,1.97034,0.834545
102158,2,711558,8,4,1,1,9.93474,9.37918,1.97034,0.834545
102158,2,711558,8,8,1,1,10.5216,10.2587,1.97034,0.834545
102158,2,711558,8,16,1,1,10.5215,10.3705,1.97034,0.834545
102158,2,711558,16,1,1,1,7.19746,6.43569,1.97034,0.834545
102158,2,711558,16,2,1,1,8.85485,8.28232,1.97034,0.834545
102158,2,711558,16,4,1,1,9.80199,9.5681,1.97034,0.834545
102158,2,711558,16,8,1,1,9.96005,9.79488,1.97034,0.834545
102158,2,711558,16,16,1,1,9.86937,9.81156,1.97034,0.834545
102158,2,711558,32,1,1,1,7.25038,6.50484,1.97034,0.834545
102158,2,711558,32,2,1,1,8.90859,8.32285,1.97034,0.834545
102158,2,711558,32,4,1,1,9.05041,8.7063,1.97034,0.834545
102158,2,711558,32,8,1,1,9.13523,8.64447,1.97034,0.834545
102158,2,711558,32,16,1,1,9.09981,8.6473,1.97034,0.834545
102158,2,711558,64,1,1,1,7.27121,6.56984,1.97034,0.834545
102158,2,711558,64,2,1,1,8.69412,8.28219,1.97034,0.834545
102158,2,711558,64,4,1,1,8.64784,8.47133,1.97034,0.834545
102158,2,711558,64,8,1,1,8.69433,8.33666,1.97034,0.834545
102158,2,711558,64,16,1,1,8.49963,7.86876,1.97034,0.834545
102158,3,711558,8,1,1,1,9.45808,8.37672,2.4364,1.01597
102158,3,711558,8,2,1,1,11.1784,10.2117,2.4364,1.01597
102158,3,711558,8,4,1,1,12.3449,11.4296,2.4364,1.01597
102158,3,711558,8,8,1,1,12.9802,11.8186,2.4364,1.01597
102158,3,711558,8,16,1,1,12.9922,11.9688,2.4364,1.01597
102158,3,711558,16,1,1,1,9.51037,8.38375,2.4364,1.01597
102158,3,711558,16,2,1,1,11.2079,10.2198,2.4364,1.01597
102158,3,711558,16,4,1,1,12.3092,11.4018,2.4364,1.01597
102158,3,711558,16,8,1,1,12.3682,11.4737,2.4364,1.01597
102158,3,711558,16,16,1,1,12.2784,11.5061,2.4364,1.01597
102158,3,711558,32,1,1,1,9.51386,8.37828,2.4364,1.01597
102158,3,711558,32,2,1,1,11.3001,10.1652,2.4364,1.01597
102158,3,711558,32,4,1,1,11.2867,10.3374,2.4364,1.01597
102158,3,711558,32,8,1,1,11.4403,10.3777,2.4364,1.01597
102158,3,711558,32,16,1,1,11.4543,10.3952,2.4364,1.01597
102158,3,711558,64,1,1,1,9.47108,8.37913,2.4364,1.01597
102158,3,711558,64,2,1,1,11.0767,9.92661,2.4364,1.01597
102158,3,711558,64,4,1,1,11.1458,10.1273,2.4364,1.01597
102158,3,711558,64,8,1,1,11.0265,9.78667,2.4364,1.01597
102158,3,711558,64,16,1,1,10.7943,9.67556,2.4364,1.01597
102158,6,711558,8,1,1,1,12.1562,11.5299,3.55887,1.59288
102158,6,711558,8,2,1,1,13.5588,13.1063,3.55887,1.59288
102158,6,711558,8,4,1,1,14.7762,13.9551,3.55887,1.59288
102158,6,711558,8,8,1,1,15.2983,14.2953,3.55887,1.59288
102158,6,711558,8,16,1,1,15.3241,14.2808,3.55887,1.59288
102158,6,711558,16,1,1,1,12.6183,11.5502,3.55887,1.59288
102158,6,711558,16,2,1,1,13.9656,12.9823,3.55887,1.59288
102158,6,711558,16,4,1,1,14.8217,13.7907,3.55887,1.59288
102158,6,711558,16,8,1,1,14.734,13.9072,3.55887,1.59288
102158,6,711558,16,16,1,1,14.8058,13.9262,3.55887,1.59288
102158,6,711558,32,1,1,1,12.5871,11.5551,3.55887,1.59288
102158,6,711558,32,2,1,1,14.0127,12.9814,3.55887,1.59288
102158,6,711558,32,4,1,1,14.0021,13.123,3.55887,1.59288
102158,6,711558,32,8,1,1,14.145,13.1958,3.55887,1.59288
102158,6,711558,32,16,1,1,14.1196,13.1123,3.55887,1.59288
102158,6,711558,64,1,1,1,12.5905,11.5817,3.55887,1.59288
102158,6,711558,64,2,1,1,13.8686,12.8121,3.55887,1.59288
102158,6,711558,64,4,1,1,13.6746,12.8811,3.55887,1.59288
102158,6,711558,64,8,1,1,13.8051,12.8933,3.55887,1.59288
102158,6,711558,64,16,1,1,13.4075,12.5663,3.55887,1.59288
2021,1,7353,8,1,1,1,0.631137,0.537843,0.972558,0.519562
2021,1,7353,8,2,1,1,0.664492,0.580614,0.972558,0.519562
2021,1,7353,8,4,1,1,0.626448,0.597222,0.972558,0.519562
2021,1,7353,8,8,1,1,0.690968,0.60893,0.972558,0.519562
2021,1,7353,8,16,1,1,0.64122,0.602972,0.972558,0.519562
2021,1,7353,16,1,1,1,0.625979,0.536701,0.972558,0.519562
2021,1,7353,16,2,1,1,0.625979,0.571291,0.972558,0.519562
2021,1,7353,16,4,1,1,0.694256,0.596893,0.972558,0.519562
2021,1,7353,16,8,1,1,0.70334,0.590521,0.972558,0.519562
2021,1,7353,16,16,1,1,0.678421,0.615808,0.972558,0.519562
2021,1,7353,32,1,1,1,0.632963,0.533865,0.972558,0.519562
2021,1,7353,32,2,1,1,0.652649,0.573279,0.972558,0.519562
2021,1,7353,32,4,1,1,0.70942,0.607954,0.972558,0.519562
2021,1,7353,32,8,1,1,0.708709,0.612622,0.972558,0.519562
2021,1,7353,32,16,1,1,0.677871,0.615808,0.972558,0.519562
2021,1,7353,64,1,1,1,0.604369,0.542191,0.972558,0.519562
2021,1,7353,64,2,1,1,0.677122,0.58343,0.972558,0.519562
2021,1,7353,64,4,1,1,0.696254,0.577561,0.972558,0.519562
2021,1,7353,64,8,1,1,0.708764,0.604848,0.972558,0.519562
2021,1,7353,64,16,1,1,0.711727,0.609224,0.972558,0.519562
2021,2,7353,8,1,1,1,1.15056,0.970266,2.21777,1.02786
2021,2,7353,8,2,1,1,1.18368,1.04047,2.21777,1.02786
2021,2,7353,8,4,1,1,1.21177,1.05407,2.21777,1.02786
2021,2,7353,8,8,1,1,1.22135,1.08214,2.21777,1.02786
2021,2,7353,8,16,1,1,1.20147,1.04542,2.21777,1.02786
2021,2,7353,16,1,1,1,1.14511,0.967603,2.21777,1.02786
2021,2,7353,16,2,1,1,1.2085,1.02679,2.21777,1.02786
2021,2,7353,16,4,1,1,1.22968,1.05716,2.21777,1.02786
2021,2,7353,16,8,1,1,1.21851,1.06518,2.21777,1.02786
2021,2,7353,16,16,1,1,1.21481,1.04154,2.21777,1.02786
2021,2,7353,32,1,1,1,1.14912,0.965077,2.21777,1.02786
2021,2,7353,32,2,1,1,1.17041,1.00541,2.21777,1.02786
2021,2,7353,32,4,1,1,1.27754,1.0776,2.21777,1.02786
2021,2,7353,32,8,1,1,1.23621,1.07166,2.21777,1.02786
2021,2,7353,32,16,1,1,1.29181,1.09338,2.21777,1.02786
2021,2,7353,64,1,1,1,1.11605,0.974947,2.21777,1.02786
2021,2,7353,64,2,1,1,1.2296,1.04161,2.21777,1.02786
2021,2,7353,64,4,1,1,1.27798,1.06071,2.21777,1.02786
2021,2,7353,64,8,1,1,1.25925,1.09141,2.21777,1.02786
2021,2,7353,64,16,1,1,1.26986,1.07637,2.21777,1.02786
2021,3,7353,8,1,1,1,1.47036,1.20476,3.36181,1.08335
2021,3,7353,8,2,1,1,1.61856,1.33688,3.36181,1.08335
2021,3,7353,8,4,1,1,1.67785,1.41439,3.36181,1.08335
2021,3,7353,8,8,1,1,1.69091,1.44266,3.36181,1.08335
2021,3,7353,8,16,1,1,1.65083,1.43356,3.36181,1.08335
2021,3,7353,16,1,1,1,1.56172,1.30391,3.36181,1.08335
2021,3,7353,16,2,1,1,1.62189,1.34989,3.36181,1.08335
2021,3,7353,16,4,1,1,1.67999,1.3995,3.36181,1.08335
2021,3,7353,16,8,1,1,1.6804,1.42467,3.36181,1.08335
2021,3,7353,16,16,1,1,1.72336,1.44771,3.36181,1.08335
2021,3,7353,32,1,1,1,1.57537,1.2233,3.36181,1.08335
2021,3,7353,32,2,1,1,1.6177,1.36374,3.36181,1.08335
2021,3,7353,32,4,1,1,1.72757,1.42004,3.36181,1.08335
2021,3,7353,32,8,1,1,1.73126,1.43356,3.36181,1.08335
2021,3,7353,32,16,1,1,1.69779,1.44019,3.36181,1.08335
2021,3,7353,64,1,1,1,1.57277,1.30189,3.36181,1.08335
2021,3,7353,64,2,1,1,1.65231,1.35999,3.36181,1.08335
2021,3,7353,64,4,1,1,1.71917,1.41597,3.36181,1.08335
2021,3,7353,64,8,1,1,1.66891,1.43528,3.36181,1.08335
2021,3,7353,64,16,1,1,1.72239,1.42084,3.36181,1.08335
2021,6,7353,8,1,1,1,2.46326,2.0795,4.1844,2.18163
2021,6,7353,8,2,1,1,2.37797,2.1667,4.1844,2.18163
2021,6,7353,8,4,1,1,2.60856,2.24312,4.1844,2.18163
2021,6,7353,8,8,1,1,2.5914,2.13256,4.1844,2.18163
2021,6,7353,8,16,1,1,2.61722,2.26954,4.1844,2.18163
2021,6,7353,16,1,1,1,2.49401,2.06234,4.1844,2.18163
2021,6,7353,16,2,1,1,2.57182,2.16814,4.1844,2.18163
2021,6,7353,16,4,1,1,2.6267,2.23408,4.1844,2.18163
2021,6,7353,16,8,1,1,2.64218,2.19748,4.1844,2.18163
2021,6,7353,16,16,1,1,2.65963,2.25111,4.1844,2.18163
2021,6,7353,32,1,1,1,2.40903,2.08752,4.1844,2.18163
2021,6,7353,32,2,1,1,2.58411,2.18041,4.1844,2.18163
2021,6,7353,32,4,1,1,2.65056,2.20901,4.1844,2.18163
2021,6,7353,32,8,1,1,2.66929,2.25056,4.1844,2.18163
2021,6,7353,32,16,1,1,2.65324,2.20622,4.1844,2.18163
2021,6,7353,64,1,1,1,2.47498,2.09223,4.1844,2.18163
2021,6,7353,64,2,1,1,2.57819,2.16825,4.1844,2.18163
2021,6,7353,64,4,1,1,2.6346,2.23036,4.1844,2.18163
2021,6,7353,64,8,1,1,2.64091,2.22392,4.1844,2.18163
2021,6,7353,64,16,1,1,2.57134,2.23068,4.1844,2.18163
1000005,1,3105536,8,1,1,1,2.71019,2.64533,0.933607,0.457533
1000005,1,3105536,8,2,1,1,4.08518,4.03355,0.933607,0.457533
1000005,1,3105536,8,4,1,1,4.52644,5.44759,0.933607,0.457533
1000005,1,3105536,8,8,1,1,4.65446,6.57626,0.933607,0.457533
1000005,1,3105536,8,16,1,1,4.68818,6.79674,0.933607,0.457533
1000005,1,3105536,16,1,1,1,2.70859,2.64482,0.933607,0.457533
1000005,1,3105536,16,2,1,1,4.08223,4.02761,0.933607,0.457533
1000005,1,3105536,16,4,1,1,4.48558,5.4561,0.933607,0.457533
1000005,1,3105536,16,8,1,1,4.48319,5.89243,0.933607,0.457533
1000005,1,3105536,16,16,1,1,4.5337,6.0137,0.933607,0.457533
1000005,1,3105536,32,1,1,1,2.6863,2.64419,0.933607,0.457533
1000005,1,3105536,32,2,1,1,4.08859,4.02745,0.933607,0.457533
1000005,1,3105536,32,4,1,1,4.25978,4.85839,0.933607,0.457533
1000005,1,3105536,32,8,1,1,4.27108,4.84916,0.933607,0.457533
1000005,1,3105536,32,16,1,1,4.38496,4.86469,0.933607,0.457533
1000005,1,3105536,64,1,1,1,2.71078,2.6437,0.933607,0.457533
1000005,1,3105536,64,2,1,1,4.0356,4.01742,0.933607,0.457533
1000005,1,3105536,64,4,1,1,4.21735,4.54682,0.933607,0.457533
1000005,1,3105536,64,8,1,1,4.12563,4.40319,0.933607,0.457533
1000005,1,3105536,64,16,1,1,3.74022,4.15101,0.933607,0.457533
1000005,2,3105536,8,1,1,1,4.24488,4.14343,1.7526,0.829174
1000005,2,3105536,8,2,1,1,5.55642,5.6756,1.7526,0.829174
1000005,2,3105536,8,4,1,1,5.90263,6.9441,1.7526,0.829174
1000005,2,3105536,8,8,1,1,6.06342,7.70446,1.7526,0.829174
1000005,2,3105536,8,16,1,1,5.8979,7.61538,1.7526,0.829174
1000005,2,3105536,16,1,1,1,4.21526,4.1454,1.7526,0.829174
1000005,2,3105536,16,2,1,1,5.57525,5.67314,1.7526,0.829174
1000005,2,3105536,16,4,1,1,5.88627,6.93646,1.7526,0.829174
1000005,2,3105536,16,8,1,1,5.94516,7.2053,1.7526,0.829174
1000005,2,3105536,16,16,1,1,5.97754,7.22422,1.7526,0.829174
1000005,2,3105536,32,1,1,1,4.22374,4.14554,1.7526,0.829174
1000005,2,3105536,32,2,1,1,5.53261,5.66907,1.7526,0.829174
1000005,2,3105536,32,4,1,1,5.64698,6.27912,1.7526,0.829174
1000005,2,3105536,32,8,1,1,5.53812,6.34751,1.7526,0.829174
1000005,2,3105536,32,16,1,1,5.78226,6.34019,1.7526,0.829174
1000005,2,3105536,64,1,1,1,4.24045,4.14202,1.7526,0.829174
1000005,2,3105536,64,2,1,1,5.52554,5.64833,1.7526,0.829174
1000005,2,3105536,64,4,1,1,5.61128,6.00148,1.7526,0.829174
1000005,2,3105536,64,8,1,1,5.70204,5.93022,1.7526,0.829174
1000005,2,3105536,64,16,1,1,5.28444,5.71032,1.7526,0.829174
1000005,3,3105536,8,1,1,1,5.23077,5.07296,2.21535,1.06932
1000005,3,3105536,8,2,1,1,6.40734,6.49302,2.21535,1.06932
1000005,3,3105536,8,4,1,1,6.71408,7.50172,2.21535,1.06932
1000005,3,3105536,8,8,1,1,6.79068,8.01561,2.21535,1.06932
1000005,3,3105536,8,16,1,1,6.87978,8.0542,2.21535,1.06932
1000005,3,3105536,16,1,1,1,5.23963,5.06376,2.21535,1.06932
1000005,3,3105536,16,2,1,1,6.41136,6.46866,2.21535,1.06932
1000005,3,3105536,16,4,1,1,6.7023,7.49375,2.21535,1.06932
1000005,3,3105536,16,8,1,1,6.71815,7.61379,2.21535,1.06932
1000005,3,3105536,16,16,1,1,6.74071,7.67768,2.21535,1.06932
1000005,3,3105536,32,1,1,1,5.22545,5.06569,2.21535,1.06932
1000005,3,3105536,32,2,1,1,6.38268,6.47635,2.21535,1.06932
1000005,3,3105536,32,4,1,1,6.48253,6.92535,2.21535,1.06932
1000005,3,3105536,32,8,1,1,6.51515,6.95751,2.21535,1.06932
1000005,3,3105536,32,16,1,1,6.59444,6.97365,2.21535,1.06932
1000005,3,3105536,64,1,1,1,5.22972,5.06921,2.21535,1.06932
1000005,3,3105536,64,2,1,1,6.37321,6.46586,2.21535,1.06932
1000005,3,3105536,64,4,1,1,6.44994,6.7058,2.21535,1.06932
1000005,3,3105536,64,8,1,1,6.50848,6.64846,2.21535,1.06932
1000005,3,3105536,64,16,1,1,6.18538,6.47535,2.21535,1.06932
1000005,6,3105536,8,1,1,1,6.90339,6.69489,3.75044,1.8888
1000005,6,3105536,8,2,1,1,7.60107,7.76731,3.75044,1.8888
1000005,6,3105536,8,4,1,1,7.92113,8.45198,3.75044,1.8888
1000005,6,3105536,8,8,1,1,8.0211,8.67863,3.75044,1.8888
1000005,6,3105536,8,16,1,1,8.04237,8.68042,3.75044,1.8888
1000005,6,3105536,16,1,1,1,6.90373,6.69131,3.75044,1.8888
1000005,6,3105536,16,2,1,1,7.66083,7.81838,3.75044,1.8888
1000005,6,3105536,16,4,1,1,7.89061,8.4009,3.75044,1.8888
1000005,6,3105536,16,8,1,1,7.90815,8.42962,3.75044,1.8888
1000005,6,3105536,16,16,1,1,7.92587,8.40921,3.75044,1.8888
1000005,6,3105536,32,1,1,1,6.90571,6.68898,3.75044,1.8888
1000005,6,3105536,32,2,1,1,7.67197,7.79821,3.75044,1.8888
1000005,6,3105536,32,4,1,1,7.75868,7.99327,3.75044,1.8888
1000005,6,3105536,32,8,1,1,7.78679,8.03366,3.75044,1.8888
1000005,6,3105536,32,16,1,1,7.83868,8.01256,3.75044,1.8888
1000005,6,3105536,64,1,1,1,6.90393,6.68935,3.75044,1.8888
1000005,6,3105536,64,2,1,1,7.65893,7.73737,3.75044,1.8888
1000005,6,3105536,64,4,1,1,7.73555,7.84705,3.75044,1.8888
1000005,6,3105536,64,8,1,1,7.75836,7.81561,3.75044,1.8888
1000005,6,3105536,64,16,1,1,7.56213,7.68359,3.75044,1.8888
109460,1,492564,8,1,1,1,3.09176,2.76421,1.16486,0.562091
109460,1,492564,8,2,1,1,4.20684,3.77344,1.16486,0.562091
109460,1,492564,8,4,1,1,5.10658,4.63692,1.16486,0.562091
109460,1,492564,8,8,1,1,5.59234,5.21208,1.16486,0.562091
109460,1,492564,8,16,1,1,5.65375,5.39106,1.16486,0.562091
109460,1,492564,16,1,1,1,3.08938,2.76382,1.16486,0.562091
109460,1,492564,16,2,1,1,4.21878,3.73596,1.16486,0.562091
109460,1,492564,16,4,1,1,5.11523,4.63393,1.16486,0.562091
109460,1,492564,16,8,1,1,5.22741,5.08676,1.16486,0.562091
109460,1,492564,16,16,1,1,5.17391,5.11319,1.16486,0.562091
109460,1,492564,32,1,1,1,3.09937,2.76255,1.16486,0.562091
109460,1,492564,32,2,1,1,4.2208,3.77513,1.16486,0.562091
109460,1,492564,32,4,1,1,4.73685,4.48629,1.16486,0.562091
109460,1,492564,32,8,1,1,4.73022,4.52939,1.16486,0.562091
109460,1,492564,32,16,1,1,4.7447,4.50223,1.16486,0.562091
109460,1,492564,64,1,1,1,3.09052,2.76378,1.16486,0.562091
109460,1,492564,64,2,1,1,4.22147,3.78558,1.16486,0.562091
109460,1,492564,64,4,1,1,4.49686,4.31911,1.16486,0.562091
109460,1,492564,64,8,1,1,4.36293,4.21542,1.16486,0.562091
109460,1,492564,64,16,1,1,4.04819,3.9604,1.16486,0.562091
109460,2,492564,8,1,1,1,5.02245,4.48745,2.40794,1.07953
109460,2,492564,8,2,1,1,6.36529,5.6622,2.40794,1.07953
109460,2,492564,8,4,1,1,7.25579,6.65075,2.40794,1.07953
109460,2,492564,8,8,1,1,7.77474,7.15252,2.40794,1.07953
109460,2,492564,8,16,1,1,7.8045,7.38886,2.40794,1.07953
109460,2,492564,16,1,1,1,4.96693,4.48708,2.40794,1.07953
109460,2,492564,16,2,1,1,6.38768,5.73386,2.40794,1.07953
109460,2,492564,16,4,1,1,7.16161,6.65075,2.40794,1.07953
109460,2,492564,16,8,1,1,7.35803,7.04943,2.40794,1.07953
109460,2,492564,16,16,1,1,7.31593,7.06385,2.40794,1.07953
109460,2,492564,32,1,1,1,5.02645,4.47927,2.40794,1.07953
109460,2,492564,32,2,1,1,6.41052,5.73275,2.40794,1.07953
109460,2,492564,32,4,1,1,6.82641,6.40226,2.40794,1.07953
109460,2,492564,32,8,1,1,6.84866,6.46033,2.40794,1.07953
109460,2,492564,32,16,1,1,6.84318,6.30301,2.40794,1.07953
109460,2,492564,64,1,1,1,5.00378,4.47762,2.40794,1.07953
109460,2,492564,64,2,1,1,6.37706,5.72286,2.40794,1.07953
109460,2,492564,64,4,1,1,6.57896,6.17476,2.40794,1.07953
109460,2,492564,64,8,1,1,6.41079,6.10053,2.40794,1.07953
109460,2,492564,64,16,1,1,6.08167,5.86986,2.40794,1.07953
109460,3,492564,8,1,1,1,6.32838,5.65964,3.46146,1.38606
109460,3,492564,8,2,1,1,7.6461,6.97165,3.46146,1.38606
109460,3,492564,8,4,1,1,8.30254,7.84851,3.46146,1.38606
109460,3,492564,8,8,1,1,8.91288,8.35428,3.46146,1.38606
109460,3,492564,8,16,1,1,8.95367,8.34384,3.46146,1.38606
109460,3,492564,16,1,1,1,6.33404,5.64553,3.46146,1.38606
109460,3,492564,16,2,1,1,7.63892,6.97882,3.46146,1.38606
109460,3,492564,16,4,1,1,8.44484,7.84075,3.46146,1.38606
109460,3,492564,16,8,1,1,8.55661,8.06181,3.46146,1.38606
109460,3,492564,16,16,1,1,8.56617,8.18846,3.46146,1.38606
109460,3,492564,32,1,1,1,6.31113,5.68602,3.46146,1.38606
109460,3,492564,32,2,1,1,7.73152,6.89761,3.46146,1.38606
109460,3,492564,32,4,1,1,8.0416,7.54449,3.46146,1.38606
109460,3,492564,32,8,1,1,8.01289,7.5339,3.46146,1.38606
109460,3,492564,32,16,1,1,8.03167,7.37313,3.46146,1.38606
109460,3,492564,64,1,1,1,6.17486,5.69104,3.46146,1.38606
109460,3,492564,64,2,1,1,7.65901,6.96993,3.46146,1.38606
109460,3,492564,64,4,1,1,7.7847,7.38892,3.46146,1.38606
109460,3,492564,64,8,1,1,7.71854,7.26456,3.46146,1.38606
109460,3,492564,64,16,1,1,7.36542,7.05253,3.46146,1.38606
109460,6,492564,8,1,1,1,8.46551,7.75042,4.63478,2.3198
109460,6,492564,8,2,1,1,9.3781,8.91915,4.63478,2.3198
109460,6,492564,8,4,1,1,9.93225,9.5696,4.63478,2.3198
109460,6,492564,8,8,1,1,10.2714,9.81548,4.63478,2.3198
109460,6,492564,8,16,1,1,10.2337,9.7469,4.63478,2.3198
109460,6,492564,16,1,1,1,8.38766,7.7867,4.63478,2.3198
109460,6,492564,16,2,1,1,9.22824,8.89526,4.63478,2.3198
109460,6,492564,16,4,1,1,9.94658,9.57443,4.63478,2.3198
109460,6,492564,16,8,1,1,9.97088,9.68735,4.63478,2.3198
109460,6,492564,16,16,1,1,9.99267,9.61711,4.63478,2.3198
109460,6,492564,32,1,1,1,8.4347,7.79856,4.63478,2.3198
109460,6,492564,32,2,1,1,9.52286,8.90051,4.63478,2.3198
109460,6,492564,32,4,1,1,9.63648,9.22934,4.63478,2.3198
109460,6,492564,32,8,1,1,9.68821,9.28987,4.63478,2.3198
109460,6,492564,32,16,1,1,9.67704,9.29039,4.63478,2.3198
109460,6,492564,64,1,1,1,8.45933,7.79138,4.63478,2.3198
109460,6,492564,64,2,1,1,9.45268,8.8684,4.63478,2.3198
109460,6,492564,64,4,1,1,9.49266,9.11453,4.63478,2.3198
109460,6,492564,64,8,1,1,9.43477,9.04247,4.63478,2.3198
109460,6,492564,64,16,1,1,9.18825,8.86531,4.63478,2.3198
1000,1,3996,8,1,1,1,0.397248,0.301036,0.8069,0.470572
1000,1,3996,8,2,1,1,0.421235,0.318147,0.8069,0.470572
1000,1,3996,8,4,1,1,0.417607,0.320458,0.8069,0.470572
1000,1,3996,8,8,1,1,0.420702,0.32674,0.8069,0.470572
1000,1,3996,8,16,1,1,0.405669,0.317071,0.8069,0.470572
1000,1,3996,16,1,1,1,0.402498,0.304903,0.8069,0.470572
1000,1,3996,16,2,1,1,0.419114,0.313676,0.8069,0.470572
1000,1,3996,16,4,1,1,0.424745,0.325069,0.8069,0.470572
1000,1,3996,16,8,1,1,0.426741,0.291466,0.8069,0.470572
1000,1,3996,16,16,1,1,0.428866,0.329699,0.8069,0.470572
1000,1,3996,32,1,1,1,0.39483,0.299306,0.8069,0.470572
1000,1,3996,32,2,1,1,0.390753,0.316536,0.8069,0.470572
1000,1,3996,32,4,1,1,0.422018,0.325436,0.8069,0.470572
1000,1,3996,32,8,1,1,0.432019,0.326172,0.8069,0.470572
1000,1,3996,32,16,1,1,0.426195,0.328746,0.8069,0.470572
1000,1,3996,64,1,1,1,0.40024,0.304433,0.8069,0.470572
1000,1,3996,64,2,1,1,0.407489,0.321392,0.8069,0.470572
1000,1,3996,64,4,1,1,0.423126,0.322193,0.8069,0.470572
1000,1,3996,64,8,1,1,0.39976,0.328314,0.8069,0.470572
1000,1,3996,64,16,1,1,0.414317,0.310045,0.8069,0.470572
1000,2,3996,8,1,1,1,0.759061,0.579777,2.64874,1.03741
1000,2,3996,8,2,1,1,0.787234,0.595285,2.64874,1.03741
1000,2,3996,8,4,1,1,0.814646,0.611446,2.64874,1.03741
1000,2,3996,8,8,1,1,0.801508,0.615915,2.64874,1.03741
1000,2,3996,8,16,1,1,0.819928,0.622562,2.64874,1.03741
1000,2,3996,16,1,1,1,0.763645,0.573132,2.64874,1.03741
1000,2,3996,16,2,1,1,0.763528,0.592417,2.64874,1.03741
1000,2,3996,16,4,1,1,0.801059,0.610699,2.64874,1.03741
1000,2,3996,16,8,1,1,0.784884,0.617538,2.64874,1.03741
1000,2,3996,16,16,1,1,0.809497,0.624064,2.64874,1.03741
1000,2,3996,32,1,1,1,0.748932,0.573833,2.64874,1.03741
1000,2,3996,32,2,1,1,0.782302,0.59373,2.64874,1.03741
1000,2,3996,32,4,1,1,0.788726,0.605425,2.64874,1.03741
1000,2,3996,32,8,1,1,0.749662,0.619118,2.64874,1.03741
1000,2,3996,32,16,1,1,0.790911,0.621221,2.64874,1.03741
1000,2,3996,64,1,1,1,0.749381,0.579777,2.64874,1.03741
1000,2,3996,64,2,1,1,0.785316,0.590226,2.64874,1.03741
1000,2,3996,64,4,1,1,0.78649,0.608026,2.64874,1.03741
1000,2,3996,64,8,1,1,0.803119,0.623286,2.64874,1.03741
